iso3,year,pct_gdp,country,continent,level
BEN,2023,15.797556817439,BEN,Africa,total
BEN,2024,17.96803182192264,BEN,Africa,total
BFA,2005,19.49419021606445,BFA,Africa,total
BFA,2006,18.20170021057129,BFA,Africa,total
BFA,2007,17.86381912231445,BFA,Africa,total
BFA,2010,16.17281913757324,BFA,Africa,total
BFA,2011,19.5006103515625,BFA,Africa,total
BFA,2012,15.8953800201416,BFA,Africa,total
BFA,2013,16.16527938842773,BFA,Africa,total
BFA,2014,19.36811065673828,BFA,Africa,total
BFA,2015,18.02708053588867,BFA,Africa,total
BFA,2017,21.44400024414063,BFA,Africa,total
BFA,2018,22.66116905212402,BFA,Africa,total
BFA,2019,21.65662042305029,BFA,Africa,total
BFA,2020,20.99245879205485,BFA,Africa,total
BFA,2021,21.39246515992313,BFA,Africa,total
BFA,2022,21.9580967321077,BFA,Africa,total
BFA,2023,20.2971969686914,BFA,Africa,total
BGD,2000,20.49041938781738,BGD,Asia,total
BGD,2001,18.58477973937988,BGD,Asia,total
BGD,2002,15.69379997253418,BGD,Asia,total
BGD,2003,16.6816291809082,BGD,Asia,total
BGD,2004,15.95312023162842,BGD,Asia,total
BGD,2006,17.3365306854248,BGD,Asia,total
BGD,2007,18.15340042114258,BGD,Asia,total
BGD,2008,17.81619071960449,BGD,Asia,total
BGD,2009,14.02987003326416,BGD,Asia,total
BGD,2011,16.79397010803223,BGD,Asia,total
BGD,2012,15.74512004852295,BGD,Asia,total
BGD,2013,14.03464984893799,BGD,Asia,total
BGD,2014,13.30632793577933,BGD,Asia,total
BGD,2015,12.04410314352193,BGD,Asia,total
BGD,2016,11.0494499206543,BGD,Asia,total
BGD,2018,14.24517178526184,BGD,Asia,total
BGD,2019,8.732950210571289,BGD,Asia,total
BGD,2020,15.03070258948972,BGD,Asia,total
BGD,2021,12.76997604748202,BGD,Asia,total
BGD,2022,12.40404380791912,BGD,Asia,total
BGD,2023,13.00122481669384,BGD,Asia,total
BGD,2024,11.99301640226573,BGD,Asia,total
BGR,2001,9.277739524841309,BGR,Europe,total
BGR,2002,9.654319763183594,BGR,Europe,total
BGR,2003,11.18025016784668,BGR,Europe,total
BGR,2004,12.27917957305908,BGR,Europe,total
BGR,2005,12.07252025604248,BGR,Europe,total
BGR,2006,12.01047992706299,BGR,Europe,total
BGR,2007,11.11392021179199,BGR,Europe,total
BGR,2008,12.61225986480713,BGR,Europe,total
BGR,2009,12.6567497253418,BGR,Europe,total
BGR,2010,11.16341972351074,BGR,Europe,total
BGR,2011,11.10004997253418,BGR,Europe,total
BGR,2012,10.69091987609863,BGR,Europe,total
BGR,2013,11.43980026245117,BGR,Europe,total
BGR,2014,11.31035041809082,BGR,Europe,total
BGR,2015,10.40633964538574,BGR,Europe,total
BGR,2016,11.6558198928833,BGR,Europe,total
BGR,2017,12.73095035552979,BGR,Europe,total
BGR,2018,11.79002952575684,BGR,Europe,total
BGR,2019,11.70670986175537,BGR,Europe,total
BGR,2020,11.91499996185303,BGR,Europe,total
BGR,2021,12.25271034240723,BGR,Europe,total
BGR,2022,11.98184967041016,BGR,Europe,total
BHR,2006,11.91866016387939,BHR,Asia,total
BHR,2007,11.02672958374023,BHR,Asia,total
BHR,2008,10.55867004394531,BHR,Asia,total
BHR,2010,8.625524229684478,BHR,Asia,total
BHR,2011,8.769654500444263,BHR,Asia,total
BHR,2012,8.179829597473145,BHR,Asia,total
BHR,2013,7.458600044250488,BHR,Asia,total
BHR,2014,8.684029579162598,BHR,Asia,total
BHR,2015,7.328189849853516,BHR,Asia,total
BHR,2016,9.620668061041863,BHR,Asia,total
BHR,2017,7.223849773406982,BHR,Asia,total
BHR,2018,9.25130901584206,BHR,Asia,total
BHR,2019,8.55740317815593,BHR,Asia,total
BHR,2020,7.138605286289597,BHR,Asia,total
BHR,2021,7.664672447013593,BHR,Asia,total
BHR,2022,7.660179863727669,BHR,Asia,total
BHR,2023,7.724914375449581,BHR,Asia,total
BHR,2024,8.7409747478851,BHR,Asia,total
BHS,2000,19.79520988464355,BHS,North America,total
BHS,2010,12.49522559877134,BHS,North America,total
BHS,2011,12.36150148265652,BHS,North America,total
BHS,2012,12.17644841679832,BHS,North America,total
BHS,2013,12.14246608523937,BHS,North America,total
BHS,2014,12.08616846380537,BHS,North America,total
BHS,2015,11.55411694216819,BHS,North America,total
BHS,2016,11.64422612027612,BHS,North America,total
BHS,2017,11.53251878655341,BHS,North America,total
BHS,2018,12.79880419210419,BHS,North America,total
BHS,2019,12.91649652305366,BHS,North America,total
BHS,2020,12.65664036288942,BHS,North America,total
BHS,2021,10.68517684956843,BHS,North America,total
BHS,2022,10.35661261851113,BHS,North America,total
BHS,2023,11.59723907553566,BHS,North America,total
BHS,2024,10.84636552563694,BHS,North America,total
BIH,2016,10.2874002456665,BIH,Europe,total
BIH,2018,9.630789756774902,BIH,Europe,total
BIH,2019,10.13315010070801,BIH,Europe,total
BIH,2021,10.1768798828125,BIH,Europe,total
BLR,2000,0.0,BLR,Europe,total
BLR,2004,12.55235004425049,BLR,Europe,total
BLR,2005,12.62010955810547,BLR,Europe,total
BLR,2006,12.45032024383545,BLR,Europe,total
BLR,2007,10.13372039794922,BLR,Europe,total
BLR,2009,8.449549674987793,BLR,Europe,total
BLR,2010,11.77812957763672,BLR,Europe,total
BLR,2011,11.62664985656738,BLR,Europe,total
BLR,2012,12.75230026245117,BLR,Europe,total
BLR,2013,12.2739896774292,BLR,Europe,total
BLR,2014,12.40672016143799,BLR,Europe,total
BLR,2015,11.46173000335693,BLR,Europe,total
BLR,2016,12.15878009796143,BLR,Europe,total
BLR,2017,12.28168964385986,BLR,Europe,total
BLR,2018,12.7802095413208,BLR,Europe,total
BLR,2019,13.33073997497559,BLR,Europe,total
BLR,2020,12.78114986419678,BLR,Europe,total
BLR,2021,12.81599998474121,BLR,Europe,total
BLR,2022,12.17733001708984,BLR,Europe,total
BLR,2023,12.2770299911499,BLR,Europe,total
BLR,2024,12.34191989898682,BLR,Europe,total
BLZ,2000,15.61225986480713,BLZ,North America,total
BLZ,2001,18.30537033081055,BLZ,North America,total
BLZ,2003,16.02519035339355,BLZ,North America,total
BLZ,2004,16.32427978515625,BLZ,North America,total
BLZ,2008,19.4965991973877,BLZ,North America,total
BLZ,2009,22.05760955810547,BLZ,North America,total
BLZ,2010,22.61046981811523,BLZ,North America,total
BLZ,2011,21.5642707347762,BLZ,North America,total
BLZ,2012,21.23012168501997,BLZ,North America,total
BLZ,2013,23.13282012939453,BLZ,North America,total
BLZ,2014,21.56307983398438,BLZ,North America,total
BLZ,2015,21.59255027770996,BLZ,North America,total
BLZ,2016,20.48530006408691,BLZ,North America,total
BLZ,2017,21.5186595916748,BLZ,North America,total
BLZ,2018,22.14901924133301,BLZ,North America,total
BLZ,2019,22.22006034851074,BLZ,North America,total
BLZ,2020,18.99353981018066,BLZ,North America,total
BLZ,2021,17.95356941223145,BLZ,North America,total
BLZ,2022,17.83135032653809,BLZ,North America,total
BLZ,2023,18.05937957763672,BLZ,North America,total
BLZ,2024,18.9034569346512,BLZ,North America,total
BMU,2003,11.03660011291504,BMU,North America,total
BMU,2004,11.11384963989258,BMU,North America,total
BMU,2005,12.10540008544922,BMU,North America,total
BMU,2009,13.97043037414551,BMU,North America,total
BMU,2010,12.93424034118652,BMU,North America,total
BMU,2014,7.796440124511719,BMU,North America,total
BMU,2015,9.018799781799316,BMU,North America,total
BMU,2017,7.773469924926758,BMU,North America,total
BOL,2006,21.56677055358887,BOL,South America,total
BOL,2007,20.58189964294434,BOL,South America,total
BOL,2008,19.02747917175293,BOL,South America,total
BOL,2009,22.81318092346191,BOL,South America,total
BOL,2010,22.13941955566406,BOL,South America,total
BOL,2011,18.24453926086426,BOL,South America,total
BOL,2012,18.39156913757324,BOL,South America,total
BOL,2013,19.19638061523438,BOL,South America,total
BOL,2014,18.1302604675293,BOL,South America,total
BOL,2015,18.29406929016113,BOL,South America,total
BOL,2016,20.37919044494629,BOL,South America,total
BOL,2017,20.95578956604004,BOL,South America,total
BOL,2018,21.25337982177734,BOL,South America,total
BOL,2019,22.38405990600586,BOL,South America,total
BOL,2020,22.94177055358887,BOL,South America,total
BOL,2021,22.90138053894043,BOL,South America,total
BOL,2022,21.04229927062988,BOL,South America,total
BOL,2023,20.39962959289551,BOL,South America,total
BOL,2024,20.16016006469727,BOL,South America,total
BRA,2000,0.0,BRA,South America,total
BRA,2001,9.65944004058838,BRA,South America,total
BRA,2002,8.428790092468262,BRA,South America,total
BRA,2004,10.01616954803467,BRA,South America,total
BRA,2005,10.69752025604248,BRA,South America,total
BRA,2006,11.44332981109619,BRA,South America,total
BRA,2007,12.32724952697754,BRA,South America,total
BRA,2008,13.19997024536133,BRA,South America,total
BRA,2009,13.47807025909424,BRA,South America,total
BRA,2010,14.29500961303711,BRA,South America,total
BRA,2011,14.57406997680664,BRA,South America,total
BRA,2012,14.89486980438232,BRA,South America,total
BRA,2013,14.67778968811035,BRA,South America,total
BRA,2014,14.35914039611816,BRA,South America,total
BRA,2015,13.51146030426025,BRA,South America,total
BRA,2016,13.8761100769043,BRA,South America,total
BRA,2017,14.26830959320068,BRA,South America,total
BRA,2018,13.78094005584717,BRA,South America,total
BRA,2019,13.85472011566162,BRA,South America,total
BRA,2020,12.49825000762939,BRA,South America,total
BRA,2021,13.61616039276123,BRA,South America,total
BRA,2022,12.93400955200195,BRA,South America,total
BRB,2000,22.15035057067871,BRB,North America,total
BRB,2001,26.88882064819336,BRB,North America,total
BRB,2002,24.72448921203613,BRB,North America,total
BRB,2003,18.58456039428711,BRB,North America,total
BRB,2004,18.61813926696777,BRB,North America,total
BRB,2005,18.24297904968262,BRB,North America,total
BRB,2007,17.22097015380859,BRB,North America,total
BRB,2008,15.71065044403076,BRB,North America,total
BRB,2009,16.1005802154541,BRB,North America,total
BRB,2010,18.0963306427002,BRB,North America,total
BRB,2012,16.70269012451172,BRB,North America,total
BRB,2013,14.84482002258301,BRB,North America,total
BRB,2014,17.45105934143066,BRB,North America,total
BRB,2015,17.80954719358017,BRB,North America,total
BRB,2016,13.36244964599609,BRB,North America,total
BRB,2017,12.879150390625,BRB,North America,total
BRB,2018,16.3585713461348,BRB,North America,total
BRB,2019,13.85986042022705,BRB,North America,total
BRB,2020,16.14246940612793,BRB,North America,total
BRB,2021,14.84473037719727,BRB,North America,total
BRB,2022,12.73071956634521,BRB,North America,total
BRB,2023,12.4731502532959,BRB,North America,total
BRB,2024,11.83971733960862,BRB,North America,total
BRN,2000,8.920740127563477,BRN,Asia,total
BRN,2010,5.302080154418945,BRN,Asia,total
BRN,2011,9.18218994140625,BRN,Asia,total
BRN,2012,9.726420402526855,BRN,Asia,total
BRN,2014,9.984600067138672,BRN,Asia,total
BRN,2016,11.44194984436035,BRN,Asia,total
BTN,2000,13.92039012908936,BTN,Asia,total
BTN,2001,13.22609996795654,BTN,Asia,total
BTN,2004,18.60663032531738,BTN,Asia,total
BTN,2005,22.83286094665527,BTN,Asia,total
BTN,2008,15.10490989685059,BTN,Asia,total
BTN,2009,12.84471035003662,BTN,Asia,total
BTN,2010,10.29551982879639,BTN,Asia,total
BTN,2011,11.38751029968262,BTN,Asia,total
BTN,2013,15.68694972991943,BTN,Asia,total
BTN,2014,17.45413970947266,BTN,Asia,total
BTN,2015,25.34506988525391,BTN,Asia,total
BTN,2016,24.36861991882324,BTN,Asia,total
BTN,2017,23.04472923278809,BTN,Asia,total
BTN,2018,21.85482025146484,BTN,Asia,total
BTN,2019,18.08603525567063,BTN,Asia,total
BTN,2020,16.25513860217371,BTN,Asia,total
BTN,2021,16.90229552017217,BTN,Asia,total
BTN,2022,22.10643543228469,BTN,Asia,total
BTN,2023,19.19111061096191,BTN,Asia,total
BTN,2024,17.17575353471745,BTN,Asia,total
BWA,2005,25.82353019714355,BWA,Africa,total
BWA,2007,26.50778961181641,BWA,Africa,total
BWA,2009,20.4773998260498,BWA,Africa,total
BWA,2010,23.55052847334032,BWA,Africa,total
BWA,2011,24.19450015552829,BWA,Africa,total
BWA,2012,21.67181957951714,BWA,Africa,total
BWA,2013,20.91291976578029,BWA,Africa,total
BWA,2014,22.66012520102593,BWA,Africa,total
BWA,2015,23.05355280998783,BWA,Africa,total
BWA,2016,22.00429103147222,BWA,Africa,total
BWA,2017,22.8162628925243,BWA,Africa,total
BWA,2018,22.56106645769163,BWA,Africa,total
BWA,2019,22.34200103692729,BWA,Africa,total
BWA,2020,21.46508740641373,BWA,Africa,total
CAF,2000,9.93076992034912,CAF,Africa,total
CAF,2002,9.199870109558104,CAF,Africa,total
CAF,2003,12.01257991790771,CAF,Africa,total
CAF,2004,12.04712963104248,CAF,Africa,total
CAF,2005,9.666500091552734,CAF,Africa,total
CAF,2006,10.05424022674561,CAF,Africa,total
CAF,2007,9.86948013305664,CAF,Africa,total
CAF,2008,7.860000133514404,CAF,Africa,total
CAF,2009,7.841720104217529,CAF,Africa,total
CAF,2010,6.475379943847656,CAF,Africa,total
CAF,2011,7.825459957122803,CAF,Africa,total
CAF,2012,10.61656912548137,CAF,Africa,total
CAF,2013,8.083443903931409,CAF,Africa,total
CAF,2014,9.387187516772306,CAF,Africa,total
CAF,2015,8.386741861801614,CAF,Africa,total
CAF,2016,7.31902194047271,CAF,Africa,total
CAF,2017,8.895049900832982,CAF,Africa,total
CAF,2018,9.135496419530964,CAF,Africa,total
CAF,2019,9.79781209629898,CAF,Africa,total
CAF,2020,9.782442732726116,CAF,Africa,total
CAF,2021,9.088691997242645,CAF,Africa,total
CAF,2022,10.7420521886098,CAF,Africa,total
CAF,2023,9.993928156111604,CAF,Africa,total
CAN,2000,12.98260021209717,CAN,North America,total
CAN,2001,12.21224021911621,CAN,North America,total
CAN,2002,12.14789962768555,CAN,North America,total
CAN,2005,12.17807006835938,CAN,North America,total
CAN,2007,12.32855987548828,CAN,North America,total
CAN,2008,12.00996017456055,CAN,North America,total
CAN,2009,12.48363971710205,CAN,North America,total
CAN,2010,12.33596038818359,CAN,North America,total
CAN,2011,12.21914005279541,CAN,North America,total
CAN,2013,11.21290969848633,CAN,North America,total
CAN,2014,12.12088012695313,CAN,North America,total
CAN,2015,12.35161972045898,CAN,North America,total
CAN,2016,12.03549957275391,CAN,North America,total
CAN,2017,12.17074012756348,CAN,North America,total
CAN,2018,12.08487033843994,CAN,North America,total
CAN,2019,11.73793983459473,CAN,North America,total
CAN,2020,12.04234981536865,CAN,North America,total
CAN,2021,9.068719863891602,CAN,North America,total
CAN,2022,10.65355968475342,CAN,North America,total
CHE,2000,14.4521598815918,CHE,Europe,total
CHE,2001,15.25533962249756,CHE,Europe,total
CHE,2002,15.18126010894775,CHE,Europe,total
CHE,2003,16.19942092895508,CHE,Europe,total
