code,country,continent,year,value
BTN,Bhutan,Asia,2017,0.3744140863418579
BTN,Bhutan,Asia,2022,0.2845352292060852
BWA,Botswana,Africa,2002,0.6153864860534668
BWA,Botswana,Africa,2009,0.5693109035491943
BWA,Botswana,Africa,2015,0.5490735769271851
CAF,Central African Republic,Africa,2008,0.5619515180587769
CAF,Central African Republic,Africa,2021,0.4303445816040039
CAN,Canada,North America,2000,0.3341967165470123
CAN,Canada,North America,2001,0.3355606496334076
CAN,Canada,North America,2002,0.3356156349182129
CAN,Canada,North America,2003,0.3381083607673645
CAN,Canada,North America,2004,0.3377778530120849
CAN,Canada,North America,2005,0.3362303376197815
CAN,Canada,North America,2006,0.340922474861145
CAN,Canada,North America,2007,0.3384274840354919
CAN,Canada,North America,2008,0.3393216133117676
CAN,Canada,North America,2009,0.3395317196846008
CAN,Canada,North America,2010,0.3359406590461731
CAN,Canada,North America,2011,0.3265787661075592
CAN,Canada,North America,2012,0.3353993594646454
CAN,Canada,North America,2013,0.3380000591278076
CAN,Canada,North America,2014,0.3315858840942383
CAN,Canada,North America,2015,0.3374741077423095
CAN,Canada,North America,2016,0.3270272314548492
CAN,Canada,North America,2017,0.3330910801887512
CAN,Canada,North America,2018,0.3251014947891235
CAN,Canada,North America,2019,0.3175057768821716
CAN,Canada,North America,2020,0.2985266745090484
CAN,Canada,North America,2021,0.3111538589000702
CAN,Canada,North America,2022,0.3149521350860595
CHE,Switzerland,Europe,2000,0.3343384861946106
CHE,Switzerland,Europe,2002,0.3168765008449554
CHE,Switzerland,Europe,2004,0.3156569302082062
CHE,Switzerland,Europe,2006,0.3391880691051483
CHE,Switzerland,Europe,2007,0.3425553441047668
CHE,Switzerland,Europe,2008,0.3379470109939575
CHE,Switzerland,Europe,2009,0.3285585641860962
CHE,Switzerland,Europe,2010,0.3255302906036377
CHE,Switzerland,Europe,2011,0.3171361982822418
CHE,Switzerland,Europe,2012,0.3156712651252746
CHE,Switzerland,Europe,2013,0.3246218860149383
CHE,Switzerland,Europe,2014,0.3252565860748291
CHE,Switzerland,Europe,2015,0.3230695724487304
CHE,Switzerland,Europe,2016,0.3304245173931122
CHE,Switzerland,Europe,2017,0.3267633318901062
CHE,Switzerland,Europe,2018,0.3314104080200195
CHE,Switzerland,Europe,2019,0.3399834036827087
CHE,Switzerland,Europe,2020,0.3373792767524719
CHE,Switzerland,Europe,2021,0.3382431268692016
CHE,Switzerland,Europe,2022,0.3379517793655395
CHL,Chile,South America,2000,0.5275869369506836
CHL,Chile,South America,2003,0.5147556066513062
CHL,Chile,South America,2006,0.4770688414573669
CHL,Chile,South America,2009,0.4740466773509979
CHL,Chile,South America,2011,0.4686815738677978
CHL,Chile,South America,2013,0.4682393968105316
CHL,Chile,South America,2015,0.453433483839035
CHL,Chile,South America,2017,0.4526998400688171
CHL,Chile,South America,2020,0.4700490832328796
CHL,Chile,South America,2022,0.4323556125164032
CHL,Chile,South America,2024,0.4302303493022918
CHN,China,Asia,2002,0.4198572635650635
CHN,China,Asia,2005,0.4090076684951782
CHN,China,Asia,2008,0.4296503961086273
CHN,China,Asia,2010,0.4374495446681976
CHN,China,Asia,2011,0.4240922331809997
CHN,China,Asia,2012,0.4223716557025909
CHN,China,Asia,2013,0.3973639905452728
CHN,China,Asia,2014,0.3917765319347381
CHN,China,Asia,2015,0.3859530389308929
CHN,China,Asia,2016,0.3848051726818084
CHN,China,Asia,2017,0.3907577693462372
CHN,China,Asia,2018,0.3849764168262481
CHN,China,Asia,2019,0.3816834390163421
CHN,China,Asia,2020,0.3709083199501037
CHN,China,Asia,2021,0.3574375212192535
CHN,China,Asia,2022,0.360195130109787
CIV,Cote d'Ivoire,Africa,2008,0.4317984580993652
CIV,Cote d'Ivoire,Africa,2015,0.414688378572464
CIV,Cote d'Ivoire,Africa,2018,0.3716887533664703
CIV,Cote d'Ivoire,Africa,2021,0.3527536392211914
CMR,Cameroon,Africa,2001,0.4213679432868957
CMR,Cameroon,Africa,2007,0.4282006323337555
CMR,Cameroon,Africa,2014,0.4664087295532226
CMR,Cameroon,Africa,2021,0.4217607378959656
COD,Democratic Republic of Congo,Africa,2004,0.4163389503955841
COD,Democratic Republic of Congo,Africa,2012,0.4207512140274048
COD,Democratic Republic of Congo,Africa,2020,0.4467324018478393
COG,Congo,Africa,2005,0.4732987284660339
COG,Congo,Africa,2011,0.4893769323825836
COL,Colombia,South America,2000,0.5837996006011963
COL,Colombia,South America,2001,0.5731984376907349
COL,Colombia,South America,2002,0.5600672960281372
COL,Colombia,South America,2003,0.5357276797294617
COL,Colombia,South America,2004,0.5497446656227112
COL,Colombia,South America,2005,0.5390760898590088
COL,Colombia,South America,2008,0.5495076775550842
COL,Colombia,South America,2009,0.5408360958099365
COL,Colombia,South America,2010,0.544486939907074
COL,Colombia,South America,2011,0.533068835735321
COL,Colombia,South America,2012,0.5357121229171753
COL,Colombia,South America,2013,0.5353052020072937
COL,Colombia,South America,2014,0.5355020761489868
COL,Colombia,South America,2015,0.5201959609985352
COL,Colombia,South America,2016,0.5172199010848999
COL,Colombia,South America,2017,0.5092157125473022
COL,Colombia,South America,2018,0.5163972973823547
COL,Colombia,South America,2019,0.5250016450881958
COL,Colombia,South America,2020,0.5443286895751953
COL,Colombia,South America,2021,0.5511702299118042
COL,Colombia,South America,2022,0.5481858253479004
COL,Colombia,South America,2023,0.5457971096038818
COL,Colombia,South America,2024,0.5437782406806946
COM,Comoros,Africa,2004,0.5592429041862488
COM,Comoros,Africa,2014,0.4533218741416931
COM,Comoros,Africa,2020,0.3418397307395935
COM,Comoros,Africa,2024,0.3031269013881683
CPV,Cape Verde,Africa,2001,0.5249522924423218
CPV,Cape Verde,Africa,2007,0.4718738794326782
CPV,Cape Verde,Africa,2015,0.4238108694553375
CRI,Costa Rica,North America,2000,0.4740948379039764
CRI,Costa Rica,North America,2001,0.5150595903396606
CRI,Costa Rica,North America,2002,0.5181252956390381
CRI,Costa Rica,North America,2003,0.4930032193660736
CRI,Costa Rica,North America,2004,0.4841752052307129
CRI,Costa Rica,North America,2005,0.4751025736331939
CRI,Costa Rica,North America,2006,0.4928048253059387
CRI,Costa Rica,North America,2007,0.4931281208992004
CRI,Costa Rica,North America,2008,0.4864077270030975
CRI,Costa Rica,North America,2009,0.505546510219574
CRI,Costa Rica,North America,2010,0.480430394411087
CRI,Costa Rica,North America,2011,0.4875920116901397
CRI,Costa Rica,North America,2012,0.4841729998588562
CRI,Costa Rica,North America,2013,0.4915180802345276
CRI,Costa Rica,North America,2014,0.4863209128379822
CRI,Costa Rica,North America,2015,0.4837394952774048
CRI,Costa Rica,North America,2016,0.4870411157608032
CRI,Costa Rica,North America,2017,0.4834520220756531
CRI,Costa Rica,North America,2018,0.4796996116638183
CRI,Costa Rica,North America,2019,0.4818985164165497
CRI,Costa Rica,North America,2020,0.4924504458904266
CRI,Costa Rica,North America,2021,0.4867802858352661
CRI,Costa Rica,North America,2022,0.4715129733085632
CRI,Costa Rica,North America,2023,0.4672932922840118
CRI,Costa Rica,North America,2024,0.4582914113998413
CRI,Costa Rica,North America,2025,0.4545671343803406
CYP,Cyprus,Asia,2004,0.3008905351161957
CYP,Cyprus,Asia,2005,0.3025941252708435
CYP,Cyprus,Asia,2006,0.3112596273422241
CYP,Cyprus,Asia,2007,0.3111327290534973
CYP,Cyprus,Asia,2008,0.3170860707759857
CYP,Cyprus,Asia,2009,0.3210826218128204
CYP,Cyprus,Asia,2010,0.3145778775215149
CYP,Cyprus,Asia,2011,0.3262549936771393
CYP,Cyprus,Asia,2012,0.3431243300437927
CYP,Cyprus,Asia,2013,0.3704183399677276
CYP,Cyprus,Asia,2014,0.3556528389453888
CYP,Cyprus,Asia,2015,0.3396637737751007
CYP,Cyprus,Asia,2016,0.3289168179035187
CYP,Cyprus,Asia,2017,0.3141623437404632
CYP,Cyprus,Asia,2018,0.3273975253105163
CYP,Cyprus,Asia,2019,0.3122324049472809
CYP,Cyprus,Asia,2020,0.3172794282436371
CYP,Cyprus,Asia,2021,0.3125177025794983
CYP,Cyprus,Asia,2022,0.3153407573699951
CYP,Cyprus,Asia,2023,0.3183839917182922
CZE,Czechia,Europe,2002,0.2655617594718933
CZE,Czechia,Europe,2004,0.2753317952156067
CZE,Czechia,Europe,2005,0.2694601714611053
CZE,Czechia,Europe,2006,0.2674411833286285
CZE,Czechia,Europe,2007,0.2599864900112152
CZE,Czechia,Europe,2008,0.2628021240234375
CZE,Czechia,Europe,2009,0.2615667581558227
CZE,Czechia,Europe,2010,0.2662351429462433
CZE,Czechia,Europe,2011,0.2638127505779266
CZE,Czechia,Europe,2012,0.2610993981361389
CZE,Czechia,Europe,2013,0.2647390365600586
CZE,Czechia,Europe,2014,0.259232223033905
CZE,Czechia,Europe,2015,0.2586742639541626
CZE,Czechia,Europe,2016,0.2540633380413055
CZE,Czechia,Europe,2017,0.2485221028327942
CZE,Czechia,Europe,2018,0.2499034106731414
CZE,Czechia,Europe,2019,0.252621978521347
CZE,Czechia,Europe,2020,0.2624513208866119
CZE,Czechia,Europe,2021,0.2620210349559784
CZE,Czechia,Europe,2022,0.2587038874626159
CZE,Czechia,Europe,2023,0.2571399807929992
DEU,Germany,Europe,2000,0.2868901789188385
DEU,Germany,Europe,2001,0.2992582321166992
DEU,Germany,Europe,2002,0.2987659573554992
DEU,Germany,Europe,2003,0.2987043857574463
DEU,Germany,Europe,2004,0.301127940416336
DEU,Germany,Europe,2005,0.316117525100708
DEU,Germany,Europe,2006,0.3104690313339233
DEU,Germany,Europe,2007,0.3119154870510101
DEU,Germany,Europe,2008,0.3063329756259918
DEU,Germany,Europe,2009,0.3044077157974243
DEU,Germany,Europe,2010,0.3020090460777282
DEU,Germany,Europe,2011,0.3044401109218597
DEU,Germany,Europe,2012,0.3090589940547943
DEU,Germany,Europe,2013,0.3142034113407135
DEU,Germany,Europe,2014,0.3079740405082702
DEU,Germany,Europe,2015,0.3140551447868347
DEU,Germany,Europe,2016,0.3131847977638244
DEU,Germany,Europe,2017,0.3131583333015442
DEU,Germany,Europe,2018,0.3188331127166748
DEU,Germany,Europe,2019,0.3221137523651123
DEU,Germany,Europe,2020,0.3250107765197754
DEU,Germany,Europe,2021,0.3357523381710052
DEU,Germany,Europe,2022,0.3365924954414367
DJI,Djibouti,Africa,2002,0.3999737799167633
DJI,Djibouti,Africa,2012,0.4510653913021087
DJI,Djibouti,Africa,2013,0.4411860406398773
DJI,Djibouti,Africa,2017,0.4158601462841034
DNK,Denmark,Europe,2000,0.2376739382743835
DNK,Denmark,Europe,2003,0.2563104033470154
DNK,Denmark,Europe,2004,0.2491179555654525
DNK,Denmark,Europe,2005,0.2518638670444488
DNK,Denmark,Europe,2006,0.2591307759284973
DNK,Denmark,Europe,2007,0.2618425786495209
DNK,Denmark,Europe,2008,0.2524627149105072
DNK,Denmark,Europe,2009,0.2670119404792785
DNK,Denmark,Europe,2010,0.2719855904579162
DNK,Denmark,Europe,2011,0.2731174528598785
DNK,Denmark,Europe,2012,0.2779074907302856
DNK,Denmark,Europe,2013,0.2854254841804504
DNK,Denmark,Europe,2014,0.2835288047790527
DNK,Denmark,Europe,2015,0.2817724347114563
DNK,Denmark,Europe,2016,0.281874418258667
DNK,Denmark,Europe,2017,0.2874666154384613
DNK,Denmark,Europe,2018,0.2816572785377502
DNK,Denmark,Europe,2019,0.2772331535816192
DNK,Denmark,Europe,2020,0.2750393748283386
DNK,Denmark,Europe,2021,0.2832349240779876
DNK,Denmark,Europe,2022,0.2925940155982971
DNK,Denmark,Europe,2023,0.2992484867572784
DOM,Dominican Republic,North America,2000,0.5151459574699402
DOM,Dominican Republic,North America,2001,0.4999899864196777
DOM,Dominican Republic,North America,2002,0.4967226088047027
DOM,Dominican Republic,North America,2003,0.5212064981460571
DOM,Dominican Republic,North America,2004,0.5205090045928955
DOM,Dominican Republic,North America,2005,0.4996522665023803
DOM,Dominican Republic,North America,2006,0.5196129679679871
DOM,Dominican Republic,North America,2007,0.4885563850402832
DOM,Dominican Republic,North America,2008,0.4810760617256164
DOM,Dominican Republic,North America,2009,0.4887566566467285
DOM,Dominican Republic,North America,2010,0.4732594490051269
DOM,Dominican Republic,North America,2011,0.4770690500736236
DOM,Dominican Republic,North America,2012,0.4613354206085205
DOM,Dominican Republic,North America,2013,0.4765639305114746
DOM,Dominican Republic,North America,2014,0.4427946805953979
DOM,Dominican Republic,North America,2015,0.4518102407455444
DOM,Dominican Republic,North America,2016,0.4572271406650543
DOM,Dominican Republic,North America,2017,0.4219327867031097
DOM,Dominican Republic,North America,2018,0.4368615746498108
DOM,Dominican Republic,North America,2019,0.4191723763942718
DOM,Dominican Republic,North America,2020,0.3962867259979248
DOM,Dominican Republic,North America,2021,0.3852935433387756
DOM,Dominican Republic,North America,2022,0.3697940111160278
DOM,Dominican Republic,North America,2023,0.3839756548404693
DOM,Dominican Republic,North America,2024,0.3897125720977783
DZA,Algeria,Africa,2011,0.2761573195457458
ECU,Ecuador,South America,2000,0.5630455017089844
ECU,Ecuador,South America,2003,0.5351476073265076
ECU,Ecuador,South America,2004,0.5389178395271301
ECU,Ecuador,South America,2005,0.5305740237236023
ECU,Ecuador,South America,2006,0.5225061774253845
ECU,Ecuador,South America,2007,0.5335530638694763
ECU,Ecuador,South America,2008,0.4978812932968139
ECU,Ecuador,South America,2009,0.4849892854690552
ECU,Ecuador,South America,2010,0.4880008399486542
ECU,Ecuador,South America,2011,0.4587163627147674
ECU,Ecuador,South America,2012,0.4610954225063324
ECU,Ecuador,South America,2013,0.4686249792575836
ECU,Ecuador,South America,2014,0.4499267935752868
ECU,Ecuador,South America,2015,0.4595100879669189
ECU,Ecuador,South America,2016,0.4501645565032959
ECU,Ecuador,South America,2017,0.446701169013977
ECU,Ecuador,South America,2018,0.4543803036212921
ECU,Ecuador,South America,2019,0.4571003913879394
ECU,Ecuador,South America,2020,0.4730967283248901
ECU,Ecuador,South America,2021,0.457976222038269
ECU,Ecuador,South America,2022,0.4546512067317962
ECU,Ecuador,South America,2023,0.4457955360412597
ECU,Ecuador,South America,2024,0.4519547522068023
ECU,Ecuador,South America,2025,0.4592005610466003
EGY,Egypt,Africa,2004,0.3184754550457001
EGY,Egypt,Africa,2008,0.3110243678092956
EGY,Egypt,Africa,2010,0.3019145727157593
EGY,Egypt,Africa,2012,0.2829220294952392
EGY,Egypt,Africa,2015,0.3182335793972015
EGY,Egypt,Africa,2017,0.3153395354747772
EGY,Egypt,Africa,2019,0.3189325034618377
EGY,Egypt,Africa,2021,0.2848203778266907
ESP,Spain,Europe,2000,0.3413046896457672
ESP,Spain,Europe,2003,0.3180093765258789
ESP,Spain,Europe,2004,0.3330196142196655
ESP,Spain,Europe,2005,0.3243177533149719
ESP,Spain,Europe,2006,0.3354115486145019
ESP,Spain,Europe,2007,0.3413740992546081
ESP,Spain,Europe,2008,0.3422040045261383
ESP,Spain,Europe,2009,0.3492408394813537
ESP,Spain,Europe,2010,0.3524448275566101
ESP,Spain,Europe,2011,0.3569397330284118
ESP,Spain,Europe,2012,0.3540365993976593
ESP,Spain,Europe,2013,0.3618189692497253
ESP,Spain,Europe,2014,0.3605230748653412
ESP,Spain,Europe,2015,0.361783355474472
ESP,Spain,Europe,2016,0.3575709164142608
ESP,Spain,Europe,2017,0.3465125560760498
ESP,Spain,Europe,2018,0.3471632599830627
ESP,Spain,Europe,2019,0.3430371284484863
ESP,Spain,Europe,2020,0.3486364185810089
ESP,Spain,Europe,2021,0.3388591110706329
ESP,Spain,Europe,2022,0.3357942104339599
ESP,Spain,Europe,2023,0.3340793550014496
EST,Estonia,Europe,2003,0.3719470798969269
EST,Estonia,Europe,2004,0.33559250831604
EST,Estonia,Europe,2005,0.3344676792621612
EST,Estonia,Europe,2006,0.3366765677928924
EST,Estonia,Europe,2007,0.3117837905883789
EST,Estonia,Europe,2008,0.3191497027873993
EST,Estonia,Europe,2009,0.3144266605377197
EST,Estonia,Europe,2010,0.3199983835220337
EST,Estonia,Europe,2011,0.3248837888240814
EST,Estonia,Europe,2012,0.329134851694107
EST,Estonia,Europe,2013,0.3507548868656158
EST,Estonia,Europe,2014,0.3458777964115143
EST,Estonia,Europe,2015,0.3266787528991699
EST,Estonia,Europe,2016,0.3119467198848724
EST,Estonia,Europe,2017,0.303542822599411
EST,Estonia,Europe,2018,0.3032009899616241
EST,Estonia,Europe,2019,0.3076534569263458
EST,Estonia,Europe,2020,0.3073707222938537
EST,Estonia,Europe,2021,0.3183395862579345
EST,Estonia,Europe,2022,0.3225240409374237
EST,Estonia,Europe,2023,0.3070737719535827
ETH,Ethiopia,Africa,2004,0.2980685234069824
ETH,Ethiopia,Africa,2010,0.3317060172557831
ETH,Ethiopia,Africa,2015,0.3499312400817871
ETH,Ethiopia,Africa,2021,0.3114179372787475
FIN,Finland,Europe,2000,0.2715839445590973
FIN,Finland,Europe,2003,0.2768642902374267
FIN,Finland,Europe,2004,0.2789765298366546
FIN,Finland,Europe,2005,0.2761949300765991
FIN,Finland,Europe,2006,0.2799872457981109
FIN,Finland,Europe,2007,0.2828556299209595
FIN,Finland,Europe,2008,0.27838134765625
