un_loc_code,country,continent,year,stock,iso3
332,Haiti,Latin America and the Caribbean,2024,2017692,HTI
388,Jamaica,Latin America and the Caribbean,1990,611422,JAM
388,Jamaica,Latin America and the Caribbean,1995,811937,JAM
388,Jamaica,Latin America and the Caribbean,2000,833377,JAM
388,Jamaica,Latin America and the Caribbean,2005,895828,JAM
388,Jamaica,Latin America and the Caribbean,2010,1005109,JAM
388,Jamaica,Latin America and the Caribbean,2015,1084528,JAM
388,Jamaica,Latin America and the Caribbean,2020,1175941,JAM
388,Jamaica,Latin America and the Caribbean,2024,1248512,JAM
474,Martinique*,Latin America and the Caribbean,1990,10837,
474,Martinique*,Latin America and the Caribbean,1995,12302,
474,Martinique*,Latin America and the Caribbean,2000,13801,
474,Martinique*,Latin America and the Caribbean,2005,13941,
474,Martinique*,Latin America and the Caribbean,2010,14145,
474,Martinique*,Latin America and the Caribbean,2015,12097,
474,Martinique*,Latin America and the Caribbean,2020,12498,
474,Martinique*,Latin America and the Caribbean,2024,12893,
500,Montserrat*,Latin America and the Caribbean,1990,2006,
500,Montserrat*,Latin America and the Caribbean,1995,2272,
500,Montserrat*,Latin America and the Caribbean,2000,2575,
500,Montserrat*,Latin America and the Caribbean,2005,2791,
500,Montserrat*,Latin America and the Caribbean,2010,2993,
500,Montserrat*,Latin America and the Caribbean,2015,3134,
500,Montserrat*,Latin America and the Caribbean,2020,3239,
500,Montserrat*,Latin America and the Caribbean,2024,3341,
630,Puerto Rico*,Latin America and the Caribbean,1990,922587,
630,Puerto Rico*,Latin America and the Caribbean,1995,1043769,
630,Puerto Rico*,Latin America and the Caribbean,2000,1181295,
630,Puerto Rico*,Latin America and the Caribbean,2005,1357565,
630,Puerto Rico*,Latin America and the Caribbean,2010,1554887,
630,Puerto Rico*,Latin America and the Caribbean,2015,1708615,
630,Puerto Rico*,Latin America and the Caribbean,2020,1886872,
630,Puerto Rico*,Latin America and the Caribbean,2024,1948223,
659,Saint Kitts and Nevis,Latin America and the Caribbean,1990,9854,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,1995,10825,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,2000,11826,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,2005,12011,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,2010,11543,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,2015,12179,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,2020,13154,KNA
659,Saint Kitts and Nevis,Latin America and the Caribbean,2024,13872,KNA
662,Saint Lucia,Latin America and the Caribbean,1990,14018,LCA
662,Saint Lucia,Latin America and the Caribbean,1995,15676,LCA
662,Saint Lucia,Latin America and the Caribbean,2000,17419,LCA
662,Saint Lucia,Latin America and the Caribbean,2005,17110,LCA
662,Saint Lucia,Latin America and the Caribbean,2010,17985,LCA
662,Saint Lucia,Latin America and the Caribbean,2015,19620,LCA
662,Saint Lucia,Latin America and the Caribbean,2020,20127,LCA
662,Saint Lucia,Latin America and the Caribbean,2024,21706,LCA
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,1990,23344,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,1995,24675,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,2000,25484,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,2005,26574,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,2010,26840,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,2015,29222,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,2020,30568,VCT
670,Saint Vincent and the Grenadines,Latin America and the Caribbean,2024,35264,VCT
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,1990,1108,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,1995,1320,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,2000,1594,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,2005,1655,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,2010,1698,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,2015,1793,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,2020,1945,
534,Sint Maarten (Dutch part)*,Latin America and the Caribbean,2024,2464,
780,Trinidad and Tobago,Latin America and the Caribbean,1990,181630,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,1995,188536,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,2000,281792,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,2005,291912,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,2010,314851,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,2015,323450,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,2020,310552,TTO
780,Trinidad and Tobago,Latin America and the Caribbean,2024,323630,TTO
796,Turks and Caicos Islands*,Latin America and the Caribbean,1990,2246,
796,Turks and Caicos Islands*,Latin America and the Caribbean,1995,1431,
796,Turks and Caicos Islands*,Latin America and the Caribbean,2000,595,
796,Turks and Caicos Islands*,Latin America and the Caribbean,2005,1039,
796,Turks and Caicos Islands*,Latin America and the Caribbean,2010,2009,
796,Turks and Caicos Islands*,Latin America and the Caribbean,2015,2251,
796,Turks and Caicos Islands*,Latin America and the Caribbean,2020,2470,
796,Turks and Caicos Islands*,Latin America and the Caribbean,2024,2663,
850,United States Virgin Islands*,Latin America and the Caribbean,1990,2348,
850,United States Virgin Islands*,Latin America and the Caribbean,1995,3012,
850,United States Virgin Islands*,Latin America and the Caribbean,2000,3728,
850,United States Virgin Islands*,Latin America and the Caribbean,2005,3474,
850,United States Virgin Islands*,Latin America and the Caribbean,2010,3555,
850,United States Virgin Islands*,Latin America and the Caribbean,2015,3795,
850,United States Virgin Islands*,Latin America and the Caribbean,2020,3840,
850,United States Virgin Islands*,Latin America and the Caribbean,2024,4047,
84,Belize,Latin America and the Caribbean,1990,3528,BLZ
84,Belize,Latin America and the Caribbean,1995,3627,BLZ
84,Belize,Latin America and the Caribbean,2000,3849,BLZ
84,Belize,Latin America and the Caribbean,2005,4380,BLZ
84,Belize,Latin America and the Caribbean,2010,5247,BLZ
84,Belize,Latin America and the Caribbean,2015,5970,BLZ
84,Belize,Latin America and the Caribbean,2020,6694,BLZ
84,Belize,Latin America and the Caribbean,2024,7383,BLZ
188,Costa Rica,Latin America and the Caribbean,1990,22922,CRI
188,Costa Rica,Latin America and the Caribbean,1995,22763,CRI
188,Costa Rica,Latin America and the Caribbean,2000,26493,CRI
188,Costa Rica,Latin America and the Caribbean,2005,30258,CRI
188,Costa Rica,Latin America and the Caribbean,2010,34241,CRI
188,Costa Rica,Latin America and the Caribbean,2015,39023,CRI
188,Costa Rica,Latin America and the Caribbean,2020,43504,CRI
188,Costa Rica,Latin America and the Caribbean,2024,50982,CRI
222,El Salvador,Latin America and the Caribbean,1990,955569,SLV
222,El Salvador,Latin America and the Caribbean,1995,1005420,SLV
222,El Salvador,Latin America and the Caribbean,2000,906731,SLV
222,El Salvador,Latin America and the Caribbean,2005,1108043,SLV
222,El Salvador,Latin America and the Caribbean,2010,1359464,SLV
222,El Salvador,Latin America and the Caribbean,2015,1541873,SLV
222,El Salvador,Latin America and the Caribbean,2020,1679667,SLV
222,El Salvador,Latin America and the Caribbean,2024,1834670,SLV
320,Guatemala,Latin America and the Caribbean,1990,323376,GTM
320,Guatemala,Latin America and the Caribbean,1995,429957,GTM
320,Guatemala,Latin America and the Caribbean,2000,545695,GTM
320,Guatemala,Latin America and the Caribbean,2005,737245,GTM
320,Guatemala,Latin America and the Caribbean,2010,919782,GTM
320,Guatemala,Latin America and the Caribbean,2015,1067787,GTM
320,Guatemala,Latin America and the Caribbean,2020,1282668,GTM
320,Guatemala,Latin America and the Caribbean,2024,1460232,GTM
340,Honduras,Latin America and the Caribbean,1990,157813,HND
340,Honduras,Latin America and the Caribbean,1995,235452,HND
340,Honduras,Latin America and the Caribbean,2000,316051,HND
340,Honduras,Latin America and the Caribbean,2005,456501,HND
340,Honduras,Latin America and the Caribbean,2010,604765,HND
340,Honduras,Latin America and the Caribbean,2015,751534,HND
340,Honduras,Latin America and the Caribbean,2020,1060598,HND
340,Honduras,Latin America and the Caribbean,2024,1397584,HND
484,Mexico,Latin America and the Caribbean,1990,4588874,MEX
484,Mexico,Latin America and the Caribbean,1995,7165639,MEX
484,Mexico,Latin America and the Caribbean,2000,9367663,MEX
484,Mexico,Latin America and the Caribbean,2005,11329536,MEX
484,Mexico,Latin America and the Caribbean,2010,12108928,MEX
484,Mexico,Latin America and the Caribbean,2015,12184226,MEX
484,Mexico,Latin America and the Caribbean,2020,11452717,MEX
484,Mexico,Latin America and the Caribbean,2024,11596529,MEX
558,Nicaragua,Latin America and the Caribbean,1990,445757,NIC
558,Nicaragua,Latin America and the Caribbean,1995,487148,NIC
558,Nicaragua,Latin America and the Caribbean,2000,494067,NIC
558,Nicaragua,Latin America and the Caribbean,2005,545324,NIC
558,Nicaragua,Latin America and the Caribbean,2010,609093,NIC
558,Nicaragua,Latin America and the Caribbean,2015,633892,NIC
558,Nicaragua,Latin America and the Caribbean,2020,749552,NIC
558,Nicaragua,Latin America and the Caribbean,2024,905251,NIC
591,Panama,Latin America and the Caribbean,1990,144087,PAN
591,Panama,Latin America and the Caribbean,1995,131983,PAN
591,Panama,Latin America and the Caribbean,2000,166111,PAN
591,Panama,Latin America and the Caribbean,2005,167840,PAN
591,Panama,Latin America and the Caribbean,2010,173244,PAN
591,Panama,Latin America and the Caribbean,2015,177743,PAN
591,Panama,Latin America and the Caribbean,2020,179794,PAN
591,Panama,Latin America and the Caribbean,2024,194816,PAN
32,Argentina,Latin America and the Caribbean,1990,406466,ARG
32,Argentina,Latin America and the Caribbean,1995,445110,ARG
32,Argentina,Latin America and the Caribbean,2000,571985,ARG
32,Argentina,Latin America and the Caribbean,2005,824076,ARG
32,Argentina,Latin America and the Caribbean,2010,877341,ARG
32,Argentina,Latin America and the Caribbean,2015,895980,ARG
32,Argentina,Latin America and the Caribbean,2020,1014400,ARG
32,Argentina,Latin America and the Caribbean,2024,1183381,ARG
68,Bolivia (Plurinational State of),Latin America and the Caribbean,1990,199843,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,1995,236253,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,2000,281557,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,2005,456266,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,2010,648912,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,2015,646591,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,2020,744014,
68,Bolivia (Plurinational State of),Latin America and the Caribbean,2024,783473,
76,Brazil,Latin America and the Caribbean,1990,446721,BRA
76,Brazil,Latin America and the Caribbean,1995,626103,BRA
76,Brazil,Latin America and the Caribbean,2000,902341,BRA
76,Brazil,Latin America and the Caribbean,2005,1215342,BRA
76,Brazil,Latin America and the Caribbean,2010,1365997,BRA
76,Brazil,Latin America and the Caribbean,2015,1402267,BRA
76,Brazil,Latin America and the Caribbean,2020,1854912,BRA
76,Brazil,Latin America and the Caribbean,2024,2194325,BRA
152,Chile,Latin America and the Caribbean,1990,390979,CHL
152,Chile,Latin America and the Caribbean,1995,391356,CHL
152,Chile,Latin America and the Caribbean,2000,393879,CHL
152,Chile,Latin America and the Caribbean,2005,419855,CHL
152,Chile,Latin America and the Caribbean,2010,435797,CHL
152,Chile,Latin America and the Caribbean,2015,419035,CHL
152,Chile,Latin America and the Caribbean,2020,423400,CHL
152,Chile,Latin America and the Caribbean,2024,444451,CHL
170,Colombia,Latin America and the Caribbean,1990,1000769,COL
170,Colombia,Latin America and the Caribbean,1995,1181011,COL
170,Colombia,Latin America and the Caribbean,2000,1469973,COL
170,Colombia,Latin America and the Caribbean,2005,1823207,COL
170,Colombia,Latin America and the Caribbean,2010,2558298,COL
170,Colombia,Latin America and the Caribbean,2015,2720321,COL
170,Colombia,Latin America and the Caribbean,2020,3165293,COL
170,Colombia,Latin America and the Caribbean,2024,3652238,COL
218,Ecuador,Latin America and the Caribbean,1990,209258,ECU
218,Ecuador,Latin America and the Caribbean,1995,316260,ECU
218,Ecuador,Latin America and the Caribbean,2000,510456,ECU
218,Ecuador,Latin America and the Caribbean,2005,935700,ECU
218,Ecuador,Latin America and the Caribbean,2010,1122949,ECU
218,Ecuador,Latin America and the Caribbean,2015,1066457,ECU
218,Ecuador,Latin America and the Caribbean,2020,1118570,ECU
218,Ecuador,Latin America and the Caribbean,2024,1243065,ECU
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,1990,1082,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,1995,1839,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,2000,1525,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,2005,1100,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,2010,414,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,2015,193,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,2020,106,
238,Falkland Islands (Malvinas)*,Latin America and the Caribbean,2024,93,
254,French Guiana*,Latin America and the Caribbean,1990,3047,
254,French Guiana*,Latin America and the Caribbean,1995,3257,
254,French Guiana*,Latin America and the Caribbean,2000,3554,
254,French Guiana*,Latin America and the Caribbean,2005,3694,
254,French Guiana*,Latin America and the Caribbean,2010,3815,
254,French Guiana*,Latin America and the Caribbean,2015,4106,
254,French Guiana*,Latin America and the Caribbean,2020,4128,
254,French Guiana*,Latin America and the Caribbean,2024,4490,
328,Guyana,Latin America and the Caribbean,1990,217690,GUY
328,Guyana,Latin America and the Caribbean,1995,244138,GUY
328,Guyana,Latin America and the Caribbean,2000,341369,GUY
328,Guyana,Latin America and the Caribbean,2005,386766,GUY
328,Guyana,Latin America and the Caribbean,2010,404368,GUY
328,Guyana,Latin America and the Caribbean,2015,429943,GUY
328,Guyana,Latin America and the Caribbean,2020,429266,GUY
328,Guyana,Latin America and the Caribbean,2024,469649,GUY
600,Paraguay,Latin America and the Caribbean,1990,321268,PRY
600,Paraguay,Latin America and the Caribbean,1995,341859,PRY
600,Paraguay,Latin America and the Caribbean,2000,364636,PRY
600,Paraguay,Latin America and the Caribbean,2005,476193,PRY
600,Paraguay,Latin America and the Caribbean,2010,681322,PRY
600,Paraguay,Latin America and the Caribbean,2015,674976,PRY
600,Paraguay,Latin America and the Caribbean,2020,708390,PRY
600,Paraguay,Latin America and the Caribbean,2024,746362,PRY
604,Peru,Latin America and the Caribbean,1990,302008,PER
604,Peru,Latin America and the Caribbean,1995,478308,PER
604,Peru,Latin America and the Caribbean,2000,634278,PER
604,Peru,Latin America and the Caribbean,2005,914622,PER
604,Peru,Latin America and the Caribbean,2010,1231719,PER
604,Peru,Latin America and the Caribbean,2015,1314688,PER
604,Peru,Latin America and the Caribbean,2020,1460493,PER
604,Peru,Latin America and the Caribbean,2024,1672482,PER
740,Suriname,Latin America and the Caribbean,1990,201053,SUR
740,Suriname,Latin America and the Caribbean,1995,214997,SUR
740,Suriname,Latin America and the Caribbean,2000,224382,SUR
740,Suriname,Latin America and the Caribbean,2005,240484,SUR
740,Suriname,Latin America and the Caribbean,2010,243661,SUR
740,Suriname,Latin America and the Caribbean,2015,238769,SUR
740,Suriname,Latin America and the Caribbean,2020,250122,SUR
740,Suriname,Latin America and the Caribbean,2024,258026,SUR
858,Uruguay,Latin America and the Caribbean,1990,178551,URY
858,Uruguay,Latin America and the Caribbean,1995,186030,URY
858,Uruguay,Latin America and the Caribbean,2000,202378,URY
858,Uruguay,Latin America and the Caribbean,2005,256391,URY
858,Uruguay,Latin America and the Caribbean,2010,272665,URY
858,Uruguay,Latin America and the Caribbean,2015,256293,URY
858,Uruguay,Latin America and the Caribbean,2020,259028,URY
858,Uruguay,Latin America and the Caribbean,2024,263285,URY
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,1990,216183,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,1995,248789,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,2000,338356,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,2005,451384,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,2010,550930,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,2015,760196,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,2020,5477198,
862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,2024,8328514,
60,Bermuda*,North America,1990,433,
60,Bermuda*,North America,1995,473,
60,Bermuda*,North America,2000,537,
60,Bermuda*,North America,2005,638,
60,Bermuda*,North America,2010,748,
60,Bermuda*,North America,2015,871,
60,Bermuda*,North America,2020,1051,
60,Bermuda*,North America,2024,1100,
124,Canada,North America,1990,1114493,CAN
124,Canada,North America,1995,1273577,CAN
124,Canada,North America,2000,1248046,CAN
124,Canada,North America,2005,1255998,CAN
124,Canada,North America,2010,1255259,CAN
124,Canada,North America,2015,1307957,CAN
124,Canada,North America,2020,1310121,CAN
124,Canada,North America,2024,1347381,CAN
304,Greenland*,North America,1990,10313,
304,Greenland*,North America,1995,11442,
304,Greenland*,North America,2000,12905,
304,Greenland*,North America,2005,13706,
304,Greenland*,North America,2010,15437,
304,Greenland*,North America,2015,16944,
304,Greenland*,North America,2020,17726,
304,Greenland*,North America,2024,18491,
666,Saint Pierre and Miquelon*,North America,1990,61,
666,Saint Pierre and Miquelon*,North America,1995,85,
666,Saint Pierre and Miquelon*,North America,2000,112,
666,Saint Pierre and Miquelon*,North America,2005,106,
666,Saint Pierre and Miquelon*,North America,2010,105,
666,Saint Pierre and Miquelon*,North America,2015,111,
666,Saint Pierre and Miquelon*,North America,2020,122,
666,Saint Pierre and Miquelon*,North America,2024,156,
840,United States of America*,North America,1990,1725058,
840,United States of America*,North America,1995,1860615,
840,United States of America*,North America,2000,2017599,
840,United States of America*,North America,2005,2320398,
840,United States of America*,North America,2010,2774899,
840,United States of America*,North America,2015,2968434,
840,United States of America*,North America,2020,3082359,
840,United States of America*,North America,2024,3186999,
36,Australia*,Oceania,1990,250909,
36,Australia*,Oceania,1995,280785,
36,Australia*,Oceania,2000,311529,
36,Australia*,Oceania,2005,337326,
36,Australia*,Oceania,2010,362178,
36,Australia*,Oceania,2015,403333,
36,Australia*,Oceania,2020,420672,
36,Australia*,Oceania,2024,430718,
554,New Zealand*,Oceania,1990,329134,
554,New Zealand*,Oceania,1995,381056,
554,New Zealand*,Oceania,2000,454340,
554,New Zealand*,Oceania,2005,518239,
554,New Zealand*,Oceania,2010,620805,
554,New Zealand*,Oceania,2015,675441,
554,New Zealand*,Oceania,2020,679479,
554,New Zealand*,Oceania,2024,679772,
242,Fiji,Oceania,1990,65039,FJI
242,Fiji,Oceania,1995,78323,FJI
242,Fiji,Oceania,2000,95570,FJI
242,Fiji,Oceania,2005,117629,FJI
242,Fiji,Oceania,2010,138607,FJI
242,Fiji,Oceania,2015,158026,FJI
242,Fiji,Oceania,2020,169411,FJI
242,Fiji,Oceania,2024,181025,FJI
540,New Caledonia*,Oceania,1990,3957,
540,New Caledonia*,Oceania,1995,4324,
540,New Caledonia*,Oceania,2000,4675,
540,New Caledonia*,Oceania,2005,4971,
540,New Caledonia*,Oceania,2010,5055,
540,New Caledonia*,Oceania,2015,5112,
540,New Caledonia*,Oceania,2020,5097,
540,New Caledonia*,Oceania,2024,5082,
598,Papua New Guinea,Oceania,1990,26144,PNG
598,Papua New Guinea,Oceania,1995,27421,PNG
598,Papua New Guinea,Oceania,2000,26811,PNG
598,Papua New Guinea,Oceania,2005,27858,PNG
598,Papua New Guinea,Oceania,2010,30830,PNG
598,Papua New Guinea,Oceania,2015,34339,PNG
598,Papua New Guinea,Oceania,2020,34471,PNG
598,Papua New Guinea,Oceania,2024,35050,PNG
90,Solomon Islands,Oceania,1990,2171,SLB
90,Solomon Islands,Oceania,1995,2348,SLB
90,Solomon Islands,Oceania,2000,2398,SLB
90,Solomon Islands,Oceania,2005,2671,SLB
90,Solomon Islands,Oceania,2010,3024,SLB
90,Solomon Islands,Oceania,2015,3447,SLB
90,Solomon Islands,Oceania,2020,4047,SLB
90,Solomon Islands,Oceania,2024,8352,SLB
548,Vanuatu,Oceania,1990,4927,VUT
548,Vanuatu,Oceania,1995,5656,VUT
548,Vanuatu,Oceania,2000,6184,VUT
548,Vanuatu,Oceania,2005,6597,VUT
548,Vanuatu,Oceania,2010,6898,VUT
548,Vanuatu,Oceania,2015,5840,VUT
548,Vanuatu,Oceania,2020,8465,VUT
548,Vanuatu,Oceania,2024,15202,VUT
316,Guam*,Oceania,1990,1539,
316,Guam*,Oceania,1995,1810,
316,Guam*,Oceania,2000,2054,
316,Guam*,Oceania,2005,1751,
316,Guam*,Oceania,2010,1228,
316,Guam*,Oceania,2015,1134,
316,Guam*,Oceania,2020,1155,
316,Guam*,Oceania,2024,1179,
296,Kiribati,Oceania,1990,3919,KIR
296,Kiribati,Oceania,1995,3882,KIR
296,Kiribati,Oceania,2000,3819,KIR
296,Kiribati,Oceania,2005,3783,KIR
296,Kiribati,Oceania,2010,3344,KIR
296,Kiribati,Oceania,2015,4086,KIR
296,Kiribati,Oceania,2020,5053,KIR
296,Kiribati,Oceania,2024,6306,KIR
584,Marshall Islands,Oceania,1990,314,MHL
584,Marshall Islands,Oceania,1995,385,MHL
584,Marshall Islands,Oceania,2000,468,MHL
584,Marshall Islands,Oceania,2005,435,MHL
584,Marshall Islands,Oceania,2010,379,MHL
584,Marshall Islands,Oceania,2015,379,MHL
584,Marshall Islands,Oceania,2020,387,MHL
584,Marshall Islands,Oceania,2024,400,MHL
583,Micronesia (Fed. States of),Oceania,1990,4940,
583,Micronesia (Fed. States of),Oceania,1995,7116,
583,Micronesia (Fed. States of),Oceania,2000,9334,
583,Micronesia (Fed. States of),Oceania,2005,11237,
583,Micronesia (Fed. States of),Oceania,2010,12464,
583,Micronesia (Fed. States of),Oceania,2015,12401,
583,Micronesia (Fed. States of),Oceania,2020,13033,
583,Micronesia (Fed. States of),Oceania,2024,13568,
520,Nauru,Oceania,1990,1370,NRU
520,Nauru,Oceania,1995,1482,NRU
520,Nauru,Oceania,2000,1565,NRU
520,Nauru,Oceania,2005,1836,NRU
520,Nauru,Oceania,2010,2092,NRU
520,Nauru,Oceania,2015,2196,NRU
520,Nauru,Oceania,2020,2345,NRU
520,Nauru,Oceania,2024,2484,NRU
580,Northern Mariana Islands*,Oceania,1990,2229,
580,Northern Mariana Islands*,Oceania,1995,2359,
580,Northern Mariana Islands*,Oceania,2000,2480,
580,Northern Mariana Islands*,Oceania,2005,2549,
580,Northern Mariana Islands*,Oceania,2010,2542,
580,Northern Mariana Islands*,Oceania,2015,2532,
580,Northern Mariana Islands*,Oceania,2020,2664,
580,Northern Mariana Islands*,Oceania,2024,2779,
585,Palau,Oceania,1990,2951,PLW
585,Palau,Oceania,1995,2835,PLW
585,Palau,Oceania,2000,2804,PLW
585,Palau,Oceania,2005,2816,PLW
585,Palau,Oceania,2010,2554,PLW
585,Palau,Oceania,2015,2490,PLW
585,Palau,Oceania,2020,2582,PLW
585,Palau,Oceania,2024,2674,PLW
16,American Samoa*,Oceania,1990,1085,
16,American Samoa*,Oceania,1995,1625,
16,American Samoa*,Oceania,2000,2183,
16,American Samoa*,Oceania,2005,2148,
16,American Samoa*,Oceania,2010,2341,
16,American Samoa*,Oceania,2015,2452,
16,American Samoa*,Oceania,2020,2952,
16,American Samoa*,Oceania,2024,3362,
184,Cook Islands*,Oceania,1990,17630,
184,Cook Islands*,Oceania,1995,16916,
184,Cook Islands*,Oceania,2000,19708,
184,Cook Islands*,Oceania,2005,20294,
184,Cook Islands*,Oceania,2010,20294,
184,Cook Islands*,Oceania,2015,20558,
184,Cook Islands*,Oceania,2020,20134,
184,Cook Islands*,Oceania,2024,20288,
258,French Polynesia*,Oceania,1990,3056,
258,French Polynesia*,Oceania,1995,3544,
258,French Polynesia*,Oceania,2000,4080,
258,French Polynesia*,Oceania,2005,2549,
258,French Polynesia*,Oceania,2010,1312,
258,French Polynesia*,Oceania,2015,1674,
258,French Polynesia*,Oceania,2020,1915,
258,French Polynesia*,Oceania,2024,2008,
570,Niue*,Oceania,1990,5640,
570,Niue*,Oceania,1995,5673,
570,Niue*,Oceania,2000,5870,
570,Niue*,Oceania,2005,5554,
570,Niue*,Oceania,2010,5231,
570,Niue*,Oceania,2015,5059,
570,Niue*,Oceania,2020,4968,
570,Niue*,Oceania,2024,4955,
882,Samoa,Oceania,1990,64643,WSM
882,Samoa,Oceania,1995,69079,WSM
882,Samoa,Oceania,2000,77905,WSM
882,Samoa,Oceania,2005,84416,WSM
882,Samoa,Oceania,2010,88359,WSM
882,Samoa,Oceania,2015,97923,WSM
882,Samoa,Oceania,2020,109124,WSM
882,Samoa,Oceania,2024,119313,WSM
772,Tokelau*,Oceania,1990,295,
772,Tokelau*,Oceania,1995,352,
772,Tokelau*,Oceania,2000,441,
772,Tokelau*,Oceania,2005,576,
772,Tokelau*,Oceania,2010,703,
772,Tokelau*,Oceania,2015,779,
772,Tokelau*,Oceania,2020,714,
772,Tokelau*,Oceania,2024,688,
776,Tonga,Oceania,1990,19954,TON
776,Tonga,Oceania,1995,23967,TON
776,Tonga,Oceania,2000,28245,TON
776,Tonga,Oceania,2005,31622,TON
776,Tonga,Oceania,2010,34619,TON
776,Tonga,Oceania,2015,40233,TON
776,Tonga,Oceania,2020,47094,TON
776,Tonga,Oceania,2024,53237,TON
798,Tuvalu,Oceania,1990,1265,TUV
798,Tuvalu,Oceania,1995,1283,TUV
798,Tuvalu,Oceania,2000,1334,TUV
798,Tuvalu,Oceania,2005,1300,TUV
798,Tuvalu,Oceania,2010,1035,TUV
798,Tuvalu,Oceania,2015,1094,TUV
798,Tuvalu,Oceania,2020,1164,TUV
798,Tuvalu,Oceania,2024,1239,TUV
876,Wallis and Futuna Islands*,Oceania,1990,6650,
876,Wallis and Futuna Islands*,Oceania,1995,7067,
876,Wallis and Futuna Islands*,Oceania,2000,7532,
876,Wallis and Futuna Islands*,Oceania,2005,7617,
876,Wallis and Futuna Islands*,Oceania,2010,7724,
876,Wallis and Futuna Islands*,Oceania,2015,11527,
876,Wallis and Futuna Islands*,Oceania,2020,12231,
876,Wallis and Futuna Islands*,Oceania,2024,12822,
