un_loc_code,country,continent,year,stock,iso3
268,Georgia,Asia,2024,496486,GEO
368,Iraq,Asia,1990,598492,IRQ
368,Iraq,Asia,1995,647345,IRQ
368,Iraq,Asia,2000,825369,IRQ
368,Iraq,Asia,2005,1202149,IRQ
368,Iraq,Asia,2010,2697913,IRQ
368,Iraq,Asia,2015,1652951,IRQ
368,Iraq,Asia,2020,2282773,IRQ
368,Iraq,Asia,2024,2313028,IRQ
376,Israel,Asia,1990,263368,ISR
376,Israel,Asia,1995,321435,ISR
376,Israel,Asia,2000,290092,ISR
376,Israel,Asia,2005,297140,ISR
376,Israel,Asia,2010,300419,ISR
376,Israel,Asia,2015,301155,ISR
376,Israel,Asia,2020,312533,ISR
376,Israel,Asia,2024,324804,ISR
400,Jordan,Asia,1990,265920,JOR
400,Jordan,Asia,1995,292015,JOR
400,Jordan,Asia,2000,324675,JOR
400,Jordan,Asia,2005,384315,JOR
400,Jordan,Asia,2010,486197,JOR
400,Jordan,Asia,2015,582220,JOR
400,Jordan,Asia,2020,609679,JOR
400,Jordan,Asia,2024,659204,JOR
414,Kuwait,Asia,1990,64245,KWT
414,Kuwait,Asia,1995,70228,KWT
414,Kuwait,Asia,2000,79931,KWT
414,Kuwait,Asia,2005,87761,KWT
414,Kuwait,Asia,2010,117370,KWT
414,Kuwait,Asia,2015,134398,KWT
414,Kuwait,Asia,2020,149927,KWT
414,Kuwait,Asia,2024,167850,KWT
422,Lebanon,Asia,1990,408352,LBN
422,Lebanon,Asia,1995,415740,LBN
422,Lebanon,Asia,2000,467495,LBN
422,Lebanon,Asia,2005,493327,LBN
422,Lebanon,Asia,2010,550096,LBN
422,Lebanon,Asia,2015,594974,LBN
422,Lebanon,Asia,2020,631071,LBN
422,Lebanon,Asia,2024,681720,LBN
512,Oman,Asia,1990,10920,OMN
512,Oman,Asia,1995,10800,OMN
512,Oman,Asia,2000,10898,OMN
512,Oman,Asia,2005,13313,OMN
512,Oman,Asia,2010,14009,OMN
512,Oman,Asia,2015,15667,OMN
512,Oman,Asia,2020,16877,OMN
512,Oman,Asia,2024,17095,OMN
634,Qatar,Asia,1990,11435,QAT
634,Qatar,Asia,1995,11463,QAT
634,Qatar,Asia,2000,11605,QAT
634,Qatar,Asia,2005,13249,QAT
634,Qatar,Asia,2010,15397,QAT
634,Qatar,Asia,2015,16605,QAT
634,Qatar,Asia,2020,18513,QAT
634,Qatar,Asia,2024,19821,QAT
682,Saudi Arabia,Asia,1990,73557,SAU
682,Saudi Arabia,Asia,1995,91112,SAU
682,Saudi Arabia,Asia,2000,113266,SAU
682,Saudi Arabia,Asia,2005,110937,SAU
682,Saudi Arabia,Asia,2010,143733,SAU
682,Saudi Arabia,Asia,2015,159958,SAU
682,Saudi Arabia,Asia,2020,215551,SAU
682,Saudi Arabia,Asia,2024,236699,SAU
275,State of Palestine,Asia,1990,1824634,
275,State of Palestine,Asia,1995,2368382,
275,State of Palestine,Asia,2000,2851675,
275,State of Palestine,Asia,2005,3445320,
275,State of Palestine,Asia,2010,3493678,
275,State of Palestine,Asia,2015,3797793,
275,State of Palestine,Asia,2020,4072904,
275,State of Palestine,Asia,2024,4233248,
760,Syrian Arab Republic,Asia,1990,296211,
760,Syrian Arab Republic,Asia,1995,342460,
760,Syrian Arab Republic,Asia,2000,382108,
760,Syrian Arab Republic,Asia,2005,547473,
760,Syrian Arab Republic,Asia,2010,1265925,
760,Syrian Arab Republic,Asia,2015,5981460,
760,Syrian Arab Republic,Asia,2020,8652202,
760,Syrian Arab Republic,Asia,2024,8927523,
792,Türkiye,Asia,1990,1862302,
792,Türkiye,Asia,1995,2388133,
792,Türkiye,Asia,2000,2673854,
792,Türkiye,Asia,2005,2651430,
792,Türkiye,Asia,2010,2709646,
792,Türkiye,Asia,2015,2727575,
792,Türkiye,Asia,2020,2837815,
792,Türkiye,Asia,2024,3130337,
784,United Arab Emirates,Asia,1990,61137,ARE
784,United Arab Emirates,Asia,1995,74060,ARE
784,United Arab Emirates,Asia,2000,93827,ARE
784,United Arab Emirates,Asia,2005,86261,ARE
784,United Arab Emirates,Asia,2010,108381,ARE
784,United Arab Emirates,Asia,2015,121499,ARE
784,United Arab Emirates,Asia,2020,142981,ARE
784,United Arab Emirates,Asia,2024,166074,ARE
887,Yemen,Asia,1990,388323,YEM
887,Yemen,Asia,1995,490575,YEM
887,Yemen,Asia,2000,533500,YEM
887,Yemen,Asia,2005,668381,YEM
887,Yemen,Asia,2010,1199914,YEM
887,Yemen,Asia,2015,2169838,YEM
887,Yemen,Asia,2020,2240104,YEM
887,Yemen,Asia,2024,2480734,YEM
112,Belarus,Europe,1990,1768067,BLR
112,Belarus,Europe,1995,1680350,BLR
112,Belarus,Europe,2000,1599048,BLR
112,Belarus,Europe,2005,1462091,BLR
112,Belarus,Europe,2010,1310899,BLR
112,Belarus,Europe,2015,1079713,BLR
112,Belarus,Europe,2020,919469,BLR
112,Belarus,Europe,2024,790232,BLR
100,Bulgaria,Europe,1990,597707,BGR
100,Bulgaria,Europe,1995,661065,BGR
100,Bulgaria,Europe,2000,707846,BGR
100,Bulgaria,Europe,2005,808373,BGR
100,Bulgaria,Europe,2010,926056,BGR
100,Bulgaria,Europe,2015,1030383,BGR
100,Bulgaria,Europe,2020,1178732,BGR
100,Bulgaria,Europe,2024,1252234,BGR
203,Czechia,Europe,1990,532885,
203,Czechia,Europe,1995,585124,
203,Czechia,Europe,2000,615436,
203,Czechia,Europe,2005,650527,
203,Czechia,Europe,2010,660378,
203,Czechia,Europe,2015,624517,
203,Czechia,Europe,2020,584341,
203,Czechia,Europe,2024,583214,
348,Hungary,Europe,1990,355019,HUN
348,Hungary,Europe,1995,363574,HUN
348,Hungary,Europe,2000,359746,HUN
348,Hungary,Europe,2005,357651,HUN
348,Hungary,Europe,2010,378410,HUN
348,Hungary,Europe,2015,469269,HUN
348,Hungary,Europe,2020,508918,HUN
348,Hungary,Europe,2024,538794,HUN
616,Poland,Europe,1990,2317607,POL
616,Poland,Europe,1995,2546193,POL
616,Poland,Europe,2000,2502866,POL
616,Poland,Europe,2005,2798776,POL
616,Poland,Europe,2010,3673715,POL
616,Poland,Europe,2015,4154666,POL
616,Poland,Europe,2020,4365879,POL
616,Poland,Europe,2024,4572613,POL
498,Republic of Moldova*,Europe,1990,634901,
498,Republic of Moldova*,Europe,1995,606003,
498,Republic of Moldova*,Europe,2000,563893,
498,Republic of Moldova*,Europe,2005,628876,
498,Republic of Moldova*,Europe,2010,717352,
498,Republic of Moldova*,Europe,2015,745934,
498,Republic of Moldova*,Europe,2020,812653,
498,Republic of Moldova*,Europe,2024,864257,
642,Romania,Europe,1990,957791,ROU
642,Romania,Europe,1995,1142520,ROU
642,Romania,Europe,2000,1226172,ROU
642,Romania,Europe,2005,1960907,ROU
642,Romania,Europe,2010,2979844,ROU
642,Romania,Europe,2015,3535273,ROU
642,Romania,Europe,2020,4191022,ROU
642,Romania,Europe,2024,4583819,ROU
643,Russian Federation,Europe,1990,12427364,
643,Russian Federation,Europe,1995,10281407,
643,Russian Federation,Europe,2000,8879470,
643,Russian Federation,Europe,2005,8675250,
643,Russian Federation,Europe,2010,8545806,
643,Russian Federation,Europe,2015,8528582,
643,Russian Federation,Europe,2020,8747396,
643,Russian Federation,Europe,2024,9134094,
703,Slovakia,Europe,1990,322859,SVK
703,Slovakia,Europe,1995,335476,SVK
703,Slovakia,Europe,2000,352303,SVK
703,Slovakia,Europe,2005,370695,SVK
703,Slovakia,Europe,2010,399133,SVK
703,Slovakia,Europe,2015,400856,SVK
703,Slovakia,Europe,2020,394449,SVK
703,Slovakia,Europe,2024,389909,SVK
804,Ukraine*,Europe,1990,5528990,
804,Ukraine*,Europe,1995,5507530,
804,Ukraine*,Europe,2000,5483590,
804,Ukraine*,Europe,2005,5401295,
804,Ukraine*,Europe,2010,5179224,
804,Ukraine*,Europe,2015,4644011,
804,Ukraine*,Europe,2020,4353031,
804,Ukraine*,Europe,2024,9769216,
830,Channel Islands*,Europe,1990,285,
830,Channel Islands*,Europe,1995,279,
830,Channel Islands*,Europe,2000,312,
830,Channel Islands*,Europe,2005,306,
830,Channel Islands*,Europe,2010,381,
830,Channel Islands*,Europe,2015,297,
830,Channel Islands*,Europe,2020,320,
830,Channel Islands*,Europe,2024,351,
208,Denmark*,Europe,1990,124563,
208,Denmark*,Europe,1995,117007,
208,Denmark*,Europe,2000,113952,
208,Denmark*,Europe,2005,120534,
208,Denmark*,Europe,2010,124567,
208,Denmark*,Europe,2015,123297,
208,Denmark*,Europe,2020,120852,
208,Denmark*,Europe,2024,124665,
233,Estonia,Europe,1990,106726,EST
233,Estonia,Europe,1995,108115,EST
233,Estonia,Europe,2000,111603,EST
233,Estonia,Europe,2005,115845,EST
233,Estonia,Europe,2010,116903,EST
233,Estonia,Europe,2015,128194,EST
233,Estonia,Europe,2020,123628,EST
233,Estonia,Europe,2024,124216,EST
234,Faroe Islands*,Europe,1990,7941,
234,Faroe Islands*,Europe,1995,12021,
234,Faroe Islands*,Europe,2000,11640,
234,Faroe Islands*,Europe,2005,11018,
234,Faroe Islands*,Europe,2010,12146,
234,Faroe Islands*,Europe,2015,13041,
234,Faroe Islands*,Europe,2020,12048,
234,Faroe Islands*,Europe,2024,12282,
246,Finland*,Europe,1990,266717,
246,Finland*,Europe,1995,255507,
246,Finland*,Europe,2000,247766,
246,Finland*,Europe,2005,236417,
246,Finland*,Europe,2010,221943,
246,Finland*,Europe,2015,209216,
246,Finland*,Europe,2020,195782,
246,Finland*,Europe,2024,181834,
352,Iceland,Europe,1990,6586,ISL
352,Iceland,Europe,1995,8745,ISL
352,Iceland,Europe,2000,11709,ISL
352,Iceland,Europe,2005,13497,ISL
352,Iceland,Europe,2010,16404,ISL
352,Iceland,Europe,2015,19596,ISL
352,Iceland,Europe,2020,20887,ISL
352,Iceland,Europe,2024,23326,ISL
372,Ireland,Europe,1990,927001,IRL
372,Ireland,Europe,1995,905239,IRL
372,Ireland,Europe,2000,809826,IRL
372,Ireland,Europe,2005,764001,IRL
372,Ireland,Europe,2010,765462,IRL
372,Ireland,Europe,2015,762324,IRL
372,Ireland,Europe,2020,729636,IRL
372,Ireland,Europe,2024,714405,IRL
833,Isle of Man*,Europe,1990,699,
833,Isle of Man*,Europe,1995,724,
833,Isle of Man*,Europe,2000,720,
833,Isle of Man*,Europe,2005,769,
833,Isle of Man*,Europe,2010,889,
833,Isle of Man*,Europe,2015,838,
833,Isle of Man*,Europe,2020,920,
833,Isle of Man*,Europe,2024,908,
428,Latvia,Europe,1990,181952,LVA
428,Latvia,Europe,1995,186182,LVA
428,Latvia,Europe,2000,184708,LVA
428,Latvia,Europe,2005,183414,LVA
428,Latvia,Europe,2010,183282,LVA
428,Latvia,Europe,2015,175523,LVA
428,Latvia,Europe,2020,166868,LVA
428,Latvia,Europe,2024,161014,LVA
440,Lithuania,Europe,1990,343671,LTU
440,Lithuania,Europe,1995,313225,LTU
440,Lithuania,Europe,2000,287335,LTU
440,Lithuania,Europe,2005,278878,LTU
440,Lithuania,Europe,2010,354264,LTU
440,Lithuania,Europe,2015,409441,LTU
440,Lithuania,Europe,2020,437638,LTU
440,Lithuania,Europe,2024,459268,LTU
578,Norway*,Europe,1990,88450,
578,Norway*,Europe,1995,84525,
578,Norway*,Europe,2000,87049,
578,Norway*,Europe,2005,94553,
578,Norway*,Europe,2010,98853,
578,Norway*,Europe,2015,101769,
578,Norway*,Europe,2020,110143,
578,Norway*,Europe,2024,120891,
752,Sweden,Europe,1990,114669,SWE
752,Sweden,Europe,1995,121543,SWE
752,Sweden,Europe,2000,139034,SWE
752,Sweden,Europe,2005,153310,SWE
752,Sweden,Europe,2010,177468,SWE
752,Sweden,Europe,2015,190827,SWE
752,Sweden,Europe,2020,200769,SWE
752,Sweden,Europe,2024,223508,SWE
826,United Kingdom*,Europe,1990,3869251,
826,United Kingdom*,Europe,1995,3958015,
826,United Kingdom*,Europe,2000,3965079,
826,United Kingdom*,Europe,2005,4236414,
826,United Kingdom*,Europe,2010,4535077,
826,United Kingdom*,Europe,2015,4583485,
826,United Kingdom*,Europe,2020,4710579,
826,United Kingdom*,Europe,2024,4804944,
8,Albania,Europe,1990,178747,ALB
8,Albania,Europe,1995,394084,ALB
8,Albania,Europe,2000,629192,ALB
8,Albania,Europe,2005,784369,ALB
8,Albania,Europe,2010,962514,ALB
8,Albania,Europe,2015,985561,ALB
8,Albania,Europe,2020,1103849,ALB
8,Albania,Europe,2024,1216628,ALB
20,Andorra,Europe,1990,143,AND
20,Andorra,Europe,1995,283,AND
20,Andorra,Europe,2000,436,AND
20,Andorra,Europe,2005,448,AND
20,Andorra,Europe,2010,1213,AND
20,Andorra,Europe,2015,1467,AND
20,Andorra,Europe,2020,1751,AND
20,Andorra,Europe,2024,1982,AND
70,Bosnia and Herzegovina,Europe,1990,1108999,BIH
70,Bosnia and Herzegovina,Europe,1995,1705561,BIH
70,Bosnia and Herzegovina,Europe,2000,1624537,BIH
70,Bosnia and Herzegovina,Europe,2005,1494812,BIH
70,Bosnia and Herzegovina,Europe,2010,1481062,BIH
70,Bosnia and Herzegovina,Europe,2015,1477261,BIH
70,Bosnia and Herzegovina,Europe,2020,1542552,BIH
70,Bosnia and Herzegovina,Europe,2024,1608324,BIH
191,Croatia,Europe,1990,840829,HRV
191,Croatia,Europe,1995,1056934,HRV
191,Croatia,Europe,2000,1196319,HRV
191,Croatia,Europe,2005,990980,HRV
191,Croatia,Europe,2010,847561,HRV
191,Croatia,Europe,2015,802347,HRV
191,Croatia,Europe,2020,825039,HRV
191,Croatia,Europe,2024,826166,HRV
292,Gibraltar*,Europe,1990,477,
292,Gibraltar*,Europe,1995,486,
292,Gibraltar*,Europe,2000,502,
292,Gibraltar*,Europe,2005,510,
292,Gibraltar*,Europe,2010,511,
292,Gibraltar*,Europe,2015,517,
292,Gibraltar*,Europe,2020,494,
292,Gibraltar*,Europe,2024,474,
300,Greece,Europe,1990,878261,GRC
300,Greece,Europe,1995,854601,GRC
300,Greece,Europe,2000,857066,GRC
300,Greece,Europe,2005,768388,GRC
300,Greece,Europe,2010,703538,GRC
300,Greece,Europe,2015,759916,GRC
300,Greece,Europe,2020,775995,GRC
300,Greece,Europe,2024,780112,GRC
336,Holy See*,Europe,1990,22,
336,Holy See*,Europe,1995,30,
336,Holy See*,Europe,2000,41,
336,Holy See*,Europe,2005,52,
336,Holy See*,Europe,2010,74,
336,Holy See*,Europe,2015,128,
336,Holy See*,Europe,2020,284,
336,Holy See*,Europe,2024,313,
380,Italy,Europe,1990,3354372,ITA
380,Italy,Europe,1995,3154012,ITA
380,Italy,Europe,2000,2998648,ITA
380,Italy,Europe,2005,2751018,ITA
380,Italy,Europe,2010,2666862,ITA
380,Italy,Europe,2015,2756727,ITA
380,Italy,Europe,2020,2886481,ITA
380,Italy,Europe,2024,2941444,ITA
470,Malta,Europe,1990,66353,MLT
470,Malta,Europe,1995,67484,MLT
470,Malta,Europe,2000,64124,MLT
470,Malta,Europe,2005,61981,MLT
470,Malta,Europe,2010,58858,MLT
470,Malta,Europe,2015,54505,MLT
470,Malta,Europe,2020,49061,MLT
470,Malta,Europe,2024,43940,MLT
499,Montenegro,Europe,1990,108639,MNE
499,Montenegro,Europe,1995,106877,MNE
499,Montenegro,Europe,2000,102948,MNE
499,Montenegro,Europe,2005,98615,MNE
499,Montenegro,Europe,2010,100961,MNE
499,Montenegro,Europe,2015,102965,MNE
499,Montenegro,Europe,2020,94731,MNE
499,Montenegro,Europe,2024,90678,MNE
807,North Macedonia,Europe,1990,398374,MKD
807,North Macedonia,Europe,1995,411470,MKD
807,North Macedonia,Europe,2000,424184,MKD
807,North Macedonia,Europe,2005,428969,MKD
807,North Macedonia,Europe,2010,430535,MKD
807,North Macedonia,Europe,2015,437223,MKD
807,North Macedonia,Europe,2020,485263,MKD
807,North Macedonia,Europe,2024,534616,MKD
620,Portugal,Europe,1990,1589830,PRT
620,Portugal,Europe,1995,1540545,PRT
620,Portugal,Europe,2000,1554095,PRT
620,Portugal,Europe,2005,1622764,PRT
620,Portugal,Europe,2010,1727839,PRT
620,Portugal,Europe,2015,1801647,PRT
620,Portugal,Europe,2020,1729500,PRT
620,Portugal,Europe,2024,1799179,PRT
674,San Marino,Europe,1990,2457,SMR
674,San Marino,Europe,1995,2382,SMR
674,San Marino,Europe,2000,2237,SMR
674,San Marino,Europe,2005,2080,SMR
674,San Marino,Europe,2010,1954,SMR
674,San Marino,Europe,2015,1866,SMR
674,San Marino,Europe,2020,2433,SMR
674,San Marino,Europe,2024,1991,SMR
688,Serbia*,Europe,1990,366262,
688,Serbia*,Europe,1995,428537,
688,Serbia*,Europe,2000,476586,
688,Serbia*,Europe,2005,510878,
688,Serbia*,Europe,2010,620292,
688,Serbia*,Europe,2015,775447,
688,Serbia*,Europe,2020,859370,
688,Serbia*,Europe,2024,963307,
705,Slovenia,Europe,1990,112702,SVN
705,Slovenia,Europe,1995,124463,SVN
705,Slovenia,Europe,2000,107988,SVN
705,Slovenia,Europe,2005,94891,SVN
705,Slovenia,Europe,2010,91568,SVN
705,Slovenia,Europe,2015,91655,SVN
705,Slovenia,Europe,2020,81068,SVN
705,Slovenia,Europe,2024,78808,SVN
724,Spain*,Europe,1990,1374696,
724,Spain*,Europe,1995,1238438,
724,Spain*,Europe,2000,1177275,
724,Spain*,Europe,2005,1126330,
724,Spain*,Europe,2010,1138608,
724,Spain*,Europe,2015,1307006,
724,Spain*,Europe,2020,1471585,
724,Spain*,Europe,2024,1623550,
40,Austria,Europe,1990,433951,AUT
40,Austria,Europe,1995,418616,AUT
40,Austria,Europe,2000,414141,AUT
40,Austria,Europe,2005,408939,AUT
40,Austria,Europe,2010,409023,AUT
40,Austria,Europe,2015,411144,AUT
40,Austria,Europe,2020,424072,AUT
40,Austria,Europe,2024,430560,AUT
56,Belgium,Europe,1990,312709,BEL
56,Belgium,Europe,1995,305533,BEL
56,Belgium,Europe,2000,313188,BEL
56,Belgium,Europe,2005,374297,BEL
56,Belgium,Europe,2010,405732,BEL
56,Belgium,Europe,2015,438560,BEL
56,Belgium,Europe,2020,482561,BEL
56,Belgium,Europe,2024,521884,BEL
250,France*,Europe,1990,1413608,
250,France*,Europe,1995,1629553,
250,France*,Europe,2000,1721390,
250,France*,Europe,2005,1855042,
250,France*,Europe,2010,2042164,
250,France*,Europe,2015,2249670,
250,France*,Europe,2020,2400208,
250,France*,Europe,2024,2547158,
276,Germany,Europe,1990,3870620,DEU
276,Germany,Europe,1995,4825017,DEU
276,Germany,Europe,2000,4107120,DEU
276,Germany,Europe,2005,4078804,DEU
276,Germany,Europe,2010,4260810,DEU
276,Germany,Europe,2015,4207460,DEU
276,Germany,Europe,2020,4204441,DEU
276,Germany,Europe,2024,4297233,DEU
438,Liechtenstein,Europe,1990,22,LIE
438,Liechtenstein,Europe,1995,28,LIE
438,Liechtenstein,Europe,2000,52,LIE
438,Liechtenstein,Europe,2005,154,LIE
438,Liechtenstein,Europe,2010,264,LIE
438,Liechtenstein,Europe,2015,293,LIE
438,Liechtenstein,Europe,2020,314,LIE
438,Liechtenstein,Europe,2024,346,LIE
442,Luxembourg,Europe,1990,27725,LUX
442,Luxembourg,Europe,1995,29087,LUX
442,Luxembourg,Europe,2000,30943,LUX
442,Luxembourg,Europe,2005,33941,LUX
442,Luxembourg,Europe,2010,36675,LUX
442,Luxembourg,Europe,2015,41099,LUX
442,Luxembourg,Europe,2020,43235,LUX
442,Luxembourg,Europe,2024,61859,LUX
492,Monaco,Europe,1990,15534,MCO
492,Monaco,Europe,1995,15692,MCO
492,Monaco,Europe,2000,16367,MCO
492,Monaco,Europe,2005,19616,MCO
492,Monaco,Europe,2010,26148,MCO
492,Monaco,Europe,2015,28636,MCO
492,Monaco,Europe,2020,33812,MCO
492,Monaco,Europe,2024,36682,MCO
528,Netherlands*,Europe,1990,482951,
528,Netherlands*,Europe,1995,500299,
528,Netherlands*,Europe,2000,515256,
528,Netherlands*,Europe,2005,560613,
528,Netherlands*,Europe,2010,597525,
528,Netherlands*,Europe,2015,594329,
528,Netherlands*,Europe,2020,599736,
528,Netherlands*,Europe,2024,631391,
756,Switzerland,Europe,1990,396651,CHE
756,Switzerland,Europe,1995,420665,CHE
756,Switzerland,Europe,2000,440639,CHE
756,Switzerland,Europe,2005,467978,CHE
756,Switzerland,Europe,2010,491884,CHE
756,Switzerland,Europe,2015,499929,CHE
756,Switzerland,Europe,2020,507043,CHE
756,Switzerland,Europe,2024,512547,CHE
660,Anguilla*,Latin America and the Caribbean,1990,2262,
660,Anguilla*,Latin America and the Caribbean,1995,2205,
660,Anguilla*,Latin America and the Caribbean,2000,2158,
660,Anguilla*,Latin America and the Caribbean,2005,1776,
660,Anguilla*,Latin America and the Caribbean,2010,1719,
660,Anguilla*,Latin America and the Caribbean,2015,1572,
660,Anguilla*,Latin America and the Caribbean,2020,1561,
660,Anguilla*,Latin America and the Caribbean,2024,1614,
28,Antigua and Barbuda,Latin America and the Caribbean,1990,7368,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,1995,7792,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,2000,8297,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,2005,7978,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,2010,8143,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,2015,12860,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,2020,12999,ATG
28,Antigua and Barbuda,Latin America and the Caribbean,2024,13111,ATG
533,Aruba*,Latin America and the Caribbean,1990,4564,
533,Aruba*,Latin America and the Caribbean,1995,4844,
533,Aruba*,Latin America and the Caribbean,2000,5433,
533,Aruba*,Latin America and the Caribbean,2005,5447,
533,Aruba*,Latin America and the Caribbean,2010,7117,
533,Aruba*,Latin America and the Caribbean,2015,9011,
533,Aruba*,Latin America and the Caribbean,2020,16628,
533,Aruba*,Latin America and the Caribbean,2024,29305,
44,Bahamas,Latin America and the Caribbean,1990,2074,BHS
44,Bahamas,Latin America and the Caribbean,1995,2064,BHS
44,Bahamas,Latin America and the Caribbean,2000,2139,BHS
44,Bahamas,Latin America and the Caribbean,2005,1985,BHS
44,Bahamas,Latin America and the Caribbean,2010,1867,BHS
44,Bahamas,Latin America and the Caribbean,2015,1955,BHS
44,Bahamas,Latin America and the Caribbean,2020,2042,BHS
44,Bahamas,Latin America and the Caribbean,2024,2174,BHS
52,Barbados,Latin America and the Caribbean,1990,20659,BRB
52,Barbados,Latin America and the Caribbean,1995,20592,BRB
52,Barbados,Latin America and the Caribbean,2000,20249,BRB
52,Barbados,Latin America and the Caribbean,2005,20961,BRB
52,Barbados,Latin America and the Caribbean,2010,20844,BRB
52,Barbados,Latin America and the Caribbean,2015,20504,BRB
52,Barbados,Latin America and the Caribbean,2020,19564,BRB
52,Barbados,Latin America and the Caribbean,2024,19558,BRB
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,1990,2852,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,1995,2947,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,2000,3052,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,2005,3016,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,2010,2883,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,2015,3100,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,2020,3524,
535,"Bonaire, Sint Eustatius and Saba*",Latin America and the Caribbean,2024,4744,
92,British Virgin Islands*,Latin America and the Caribbean,1990,3832,
92,British Virgin Islands*,Latin America and the Caribbean,1995,3930,
92,British Virgin Islands*,Latin America and the Caribbean,2000,4053,
92,British Virgin Islands*,Latin America and the Caribbean,2005,3678,
92,British Virgin Islands*,Latin America and the Caribbean,2010,4534,
92,British Virgin Islands*,Latin America and the Caribbean,2015,4874,
92,British Virgin Islands*,Latin America and the Caribbean,2020,5543,
92,British Virgin Islands*,Latin America and the Caribbean,2024,6185,
136,Cayman Islands*,Latin America and the Caribbean,1990,125,
136,Cayman Islands*,Latin America and the Caribbean,1995,130,
136,Cayman Islands*,Latin America and the Caribbean,2000,146,
136,Cayman Islands*,Latin America and the Caribbean,2005,179,
136,Cayman Islands*,Latin America and the Caribbean,2010,248,
136,Cayman Islands*,Latin America and the Caribbean,2015,381,
136,Cayman Islands*,Latin America and the Caribbean,2020,549,
136,Cayman Islands*,Latin America and the Caribbean,2024,609,
192,Cuba,Latin America and the Caribbean,1990,839585,CUB
192,Cuba,Latin America and the Caribbean,1995,917722,CUB
192,Cuba,Latin America and the Caribbean,2000,1032762,CUB
192,Cuba,Latin America and the Caribbean,2005,1093555,CUB
192,Cuba,Latin America and the Caribbean,2010,1337631,CUB
192,Cuba,Latin America and the Caribbean,2015,1519397,CUB
192,Cuba,Latin America and the Caribbean,2020,1721822,CUB
192,Cuba,Latin America and the Caribbean,2024,1879613,CUB
531,Curaçao*,Latin America and the Caribbean,1990,3029,
531,Curaçao*,Latin America and the Caribbean,1995,3779,
531,Curaçao*,Latin America and the Caribbean,2000,4701,
531,Curaçao*,Latin America and the Caribbean,2005,4329,
531,Curaçao*,Latin America and the Caribbean,2010,5354,
531,Curaçao*,Latin America and the Caribbean,2015,5861,
531,Curaçao*,Latin America and the Caribbean,2020,7666,
531,Curaçao*,Latin America and the Caribbean,2024,10103,
212,Dominica,Latin America and the Caribbean,1990,18686,DMA
212,Dominica,Latin America and the Caribbean,1995,20457,DMA
212,Dominica,Latin America and the Caribbean,2000,22406,DMA
212,Dominica,Latin America and the Caribbean,2005,21077,DMA
212,Dominica,Latin America and the Caribbean,2010,20788,DMA
212,Dominica,Latin America and the Caribbean,2015,21079,DMA
212,Dominica,Latin America and the Caribbean,2020,20838,DMA
212,Dominica,Latin America and the Caribbean,2024,21384,DMA
214,Dominican Republic,Latin America and the Caribbean,1990,462285,DOM
214,Dominican Republic,Latin America and the Caribbean,1995,657381,DOM
214,Dominican Republic,Latin America and the Caribbean,2000,845469,DOM
214,Dominican Republic,Latin America and the Caribbean,2005,962450,DOM
214,Dominican Republic,Latin America and the Caribbean,2010,1212240,DOM
214,Dominican Republic,Latin America and the Caribbean,2015,1454378,DOM
214,Dominican Republic,Latin America and the Caribbean,2020,1691232,DOM
214,Dominican Republic,Latin America and the Caribbean,2024,1917153,DOM
308,Grenada,Latin America and the Caribbean,1990,23961,GRD
308,Grenada,Latin America and the Caribbean,1995,23988,GRD
308,Grenada,Latin America and the Caribbean,2000,22073,GRD
308,Grenada,Latin America and the Caribbean,2005,23589,GRD
308,Grenada,Latin America and the Caribbean,2010,21140,GRD
308,Grenada,Latin America and the Caribbean,2015,21750,GRD
308,Grenada,Latin America and the Caribbean,2020,22210,GRD
308,Grenada,Latin America and the Caribbean,2024,26300,GRD
312,Guadeloupe*,Latin America and the Caribbean,1990,7510,
312,Guadeloupe*,Latin America and the Caribbean,1995,8368,
312,Guadeloupe*,Latin America and the Caribbean,2000,9237,
312,Guadeloupe*,Latin America and the Caribbean,2005,8488,
312,Guadeloupe*,Latin America and the Caribbean,2010,10282,
312,Guadeloupe*,Latin America and the Caribbean,2015,11416,
312,Guadeloupe*,Latin America and the Caribbean,2020,11909,
312,Guadeloupe*,Latin America and the Caribbean,2024,12374,
332,Haiti,Latin America and the Caribbean,1990,521381,HTI
332,Haiti,Latin America and the Caribbean,1995,686087,HTI
332,Haiti,Latin America and the Caribbean,2000,821140,HTI
332,Haiti,Latin America and the Caribbean,2005,958254,HTI
332,Haiti,Latin America and the Caribbean,2010,1157011,HTI
332,Haiti,Latin America and the Caribbean,2015,1467970,HTI
332,Haiti,Latin America and the Caribbean,2020,1764699,HTI
