iso_code,country,year,region,comp_prim_v2_m,eduout_prim_m
NER,Niger,2000,Tillaberi,,
NER,Niger,2000,Zinder,,
NGA,Nigeria,2003,North Central,0.665300011634827,0.21340000629425
NGA,Nigeria,2003,North East,0.320899993181229,0.505200028419495
NGA,Nigeria,2003,North West,0.325700014829636,0.511500000953674
NGA,Nigeria,2003,South East,0.76010000705719,0.109399996697903
NGA,Nigeria,2003,South South,0.833999991416931,0.0899000018835068
NGA,Nigeria,2003,South West,0.862100005149841,0.069300003349781
NGA,Nigeria,2008,North Central,0.685999989509583,0.242899999022484
NGA,Nigeria,2008,North East,0.375800013542175,0.54009997844696
NGA,Nigeria,2008,North West,0.420700013637543,0.533399999141693
NGA,Nigeria,2008,South East,0.920499980449677,0.097900003194809
NGA,Nigeria,2008,South South,0.907100021839142,0.0974999964237213
NGA,Nigeria,2008,South West,0.89190000295639,0.0967999994754791
NGA,Nigeria,2013,North Central,0.748099982738495,0.211500003933907
NGA,Nigeria,2013,North East,0.432799994945526,0.516499996185303
NGA,Nigeria,2013,North West,0.503099977970123,0.484499990940094
NGA,Nigeria,2013,South East,0.919900000095367,0.0762000009417534
NGA,Nigeria,2013,South South,0.885599970817566,0.0698999986052513
NGA,Nigeria,2013,South West,0.916100025177002,0.0768999978899956
NGA,Nigeria,2007,Abia,,
NGA,Nigeria,2007,Adamawa,,
NGA,Nigeria,2007,Akwa Ibom,,
NGA,Nigeria,2007,Anambra,,
NGA,Nigeria,2007,Bauchi,,
NGA,Nigeria,2007,Bayelsa,,
NGA,Nigeria,2007,Benue,,
NGA,Nigeria,2007,Borno,,
NGA,Nigeria,2007,Cross River,,
NGA,Nigeria,2007,Delta,,
NGA,Nigeria,2007,Ebonyi,,
NGA,Nigeria,2007,Edo,,
NGA,Nigeria,2007,Ekiti,,
NGA,Nigeria,2007,Enugu,,
NGA,Nigeria,2007,FCT (Abuja),,
NGA,Nigeria,2007,Gombe,,
NGA,Nigeria,2007,Imo,,
NGA,Nigeria,2007,Jigawa,,
NGA,Nigeria,2007,Kaduna,,
NGA,Nigeria,2007,Kano,,
NGA,Nigeria,2007,Katsina,,
NGA,Nigeria,2007,Kebbi,,
NGA,Nigeria,2007,Kogi,,
NGA,Nigeria,2007,Kwara,,
NGA,Nigeria,2007,Lagos,,
NGA,Nigeria,2007,Nasarawa,,
NGA,Nigeria,2007,Niger,,
NGA,Nigeria,2007,Ogun,,
NGA,Nigeria,2007,Ondo,,
NGA,Nigeria,2007,Osun,,
NGA,Nigeria,2007,Oyo,,
NGA,Nigeria,2007,Plateau,,
NGA,Nigeria,2007,Rivers,,
NGA,Nigeria,2007,Sokoto,,
NGA,Nigeria,2007,Taraba,,
NGA,Nigeria,2007,Yobe,,
NGA,Nigeria,2007,Zamfara,,
NGA,Nigeria,2011,Abia,0.870899975299835,0.0518999993801117
NGA,Nigeria,2011,Adamawa,0.647300004959106,0.240700006484985
NGA,Nigeria,2011,Akwa Ibom,0.912800014019012,0.069300003349781
NGA,Nigeria,2011,Anambra,0.885399997234344,0.0756999999284744
NGA,Nigeria,2011,Bauchi,0.351599991321564,0.648800015449524
NGA,Nigeria,2011,Bayelsa,0.890399992465973,0.0857999995350838
NGA,Nigeria,2011,Benue,0.655799984931946,0.28549998998642
NGA,Nigeria,2011,Borno,0.512399971485138,0.628499984741211
NGA,Nigeria,2011,Cross River,0.895099997520447,0.143199995160103
NGA,Nigeria,2011,Delta,0.807699978351593,0.0886000022292137
NGA,Nigeria,2011,Ebonyi,0.698800027370453,0.242599993944168
NGA,Nigeria,2011,Edo,0.885299980640411,0.0763000026345253
NGA,Nigeria,2011,Ekiti,0.930800020694733,0.062100000679493
NGA,Nigeria,2011,Enugu,0.868099987506866,0.101800002157688
NGA,Nigeria,2011,FCT (Abuja),0.844399988651276,0.120999999344349
NGA,Nigeria,2011,Gombe,0.483500003814697,0.411300003528595
NGA,Nigeria,2011,Imo,0.905900001525879,0.0631999969482422
NGA,Nigeria,2011,Jigawa,0.425799995660782,0.569800019264221
NGA,Nigeria,2011,Kaduna,0.768400013446808,0.25780001282692
NGA,Nigeria,2011,Kano,0.679000020027161,0.426600009202957
NGA,Nigeria,2011,Katsina,0.531199991703033,0.51010000705719
NGA,Nigeria,2011,Kebbi,0.338699996471405,0.691399991512299
NGA,Nigeria,2011,Kogi,0.841199994087219,0.187199994921684
