"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Antigua and Barbuda","ATG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8899993896484","","","","","","","100","99.9899978637695","","99.9499969482422","99.9499969482422","99.9400024414062","99.9400024414062","99.9499969482422","99.9599990844727","99.9400024414062","99.9400024414062","99.9400024414062","","99.9300003051758","","","","99.879997253418","","",
"Burundi","BDI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","30.9799995422363","","","","","","","","","","","53.560001373291","","","","","","","","","","73.3300018310547","","","","","","","","61.7400016784668","","74.46","","","","79.5599975585938","","84.3600006103516","88.2200012207031","","","88.3979336343743","","","","","",
"Belgium","BEL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","29.7900009155273","","","","","","","","","","","","","39.8800010681152","","","","","","","","","47.96","45.310001373291","","","","57.37","","","","","","","62.1599998474121","","","","58.810001373291","","69.25","","65.3199996948242","71.25","","","",
"Burkina Faso","BFA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","14.3800001144409","","","","","","","","","","","","","","","","20.1800003051758","","","","","19.4099998474121","","","","","","","31.2299995422363","","32.9700012207031","32.7299995422363","39.2599983215332","","","37.19","","","","50.0999984741211","","","","58.8699989318848","47.0499992370605","","62.6699981689453","62.810001373291","","","",
"Bangladesh","BGD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","35.6500015258789","","","","","","","","","","44.6800003051758","","","","","","","","","100","63.6199989318848","","","","","","87.61","","","","77.9800033569336","77.8300018310547","85.5299987792969","85.5500030517578","87.8899993896484","92.2399978637695","92.9499969482422","93.3000030517578","94.8600006103516","94.4599990844727","94.8300018310547","93.4499969482422","","","",
"Bulgaria","BGR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2099990844727","","","","","","","","","","97.870002746582","","","","","","","","","","","","","","",
"Bahrain","BHR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","86.2900009155273","","","","","","","","","","96.9400024414062","","","","","","","","","","97.0199966430664","","","","","","","","","","","","","","","","","","","","","99.1999969482422","99.25","99.5199966430664","",
"Bahamas, The","BHS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0199966430664","","","","","","","","","99.7900009155273","","","","","","","","","","","","","99.6600036621094","","","","","","","","","","","","",
"Belarus","BLR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7699966430664","","","","","","","","","","99.7900009155273","","","","","","","","","","99.8199996948242","","","100","","","","","","","99.870002746582","","","","","","",
"Belize","BLZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6399993896484","","","","","","","","","84.2200012207031","","","","","","","","","","","","","","","97.9499969482422","","","","","","","96.1500015258789","","","",
"Bermuda","BMU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","83.5500030517578","","","","","","","","","","","","","","","","93.9000015258789","","","","","","","","97.3","97.3199996948242","98.1","98.3","99.1","98.8","98.4","99.4400024414062","99.120002746582","99.379997253418","","99.0100021362305","99","99.3","99.4","99.4000015258789","99.4","99.4","99.6","99.5","99.5599975585938","99.5","","99.5199966430664","99.7799987792969","",
"Brazil","BRA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","83.9100036621094","","","","","","","","","","","","","","","","","","","","94.1800003051758","95.8","96.3","96.6","96.8399963378906","97.1","97.5800018310547","97.8000030517578","97.8399963378906","98.0699996948242","97.5100021362305","98.4899978637695","98.620002746582","98.7399978637695","98.8499984741211","98.9599990844727","99.1100006103516","99.1600036621094","99.1999969482422","99.1","99.2","99.3","99.3","99.3","99.4599990844727","",
"Barbados","BRB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","99.7600021362305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","93.6800003051758","","","","","","","","","","98.0999984741211","","","","","","","","","","98.8899993896484","","","","","","","","","","99.370002746582","","","","","","","","","","","","","","",
"Bhutan","BTN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.4100036621094","","","","","","","86.0599975585938","","","","","93.0899963378906","","","","","97.7300033569336","","","",
"Botswana","BWA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.2600021362305","","","","","","","","","","","","93.9599990844727","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","37.0400009155273","","","","","","","","","","","","","48.2000007629395","","","","","","","","","","","","60.810001373291","","","","","","","","","","","","","","","","","","","50.5999984741211","","","","","","",
"Canada","CAN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.4800033569336","99.4800033569336","99.4800033569336","99.4899978637695","99.4899978637695","99.4899978637695","99.4899978637695","99.4899978637695","99.4899978637695","99.4800033569336","99.4800033569336","99.4700012207031","99.4700012207031","99.4599990844727","","","","","","","","","","","","","","","","","","","","99.5","99.5199966430664","99.5299987792969","99.5500030517578","99.6399993896484","99.6500015258789","99.6600036621094","99.6600036621094","99.6600036621094","99.6600036621094","99.6600036621094","",
"Switzerland","CHE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","96.6500015258789","","","","","","","","","","98.4300003051758","","","","","","","","99.1","","98.9899978637695","99.1","","","99.1","","","99.4","","99.4100036621094","","99.0500030517578","","99.3499984741211","","99.0100021362305","","","","","99.3","","","",
"China","CHN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","88.7699966430664","","","","","","","","94.2799987792969","","","","","","","","","","98.8600006103516","","","","","","","","","","99.6399993896484","","","","","","","","","","99.7600021362305","","","","","",
"Cote d'Ivoire","CIV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.5099983215332","","","","","","","","","","47.060001373291","","60.7200012207031","","","","","","","","","","","","","","53.0200004577637","","62.9900016784668","","","68.1179517411164","","66.8399963378906","","","","",
"Cameroon","CMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","68.8199996948242","","","","","","","","","","","","","","","","","","","","","","","","83.0999984741211","","","","75.11","","","83.1399993896484","","","80.5699996948242","80.66","","","","","","","81.8899993896484","","","","","","","",
"Congo, Dem. Rep.","COD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4199981689453","","","","","","77.41","","","","","83.5999984741211","85.98","","","84.9899978637695","","84.0699996948242","","","","","77.9000015258789","","",
"Congo, Rep.","COG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","","","","","","","","","","","","","","","","","","","78.5699996948242","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.4800033569336","","","97","","","","","","97.4","97.5","97.9899978637695","97.9599990844727","97.879997253418","97.9700012207031","97.9899978637695","97.9400024414062","98.0999984741211","98.2399978637695","98.2","98.3","98.5400009155273","98.5299987792969","98.6699981689453","98.6","98.8499984741211","98.8300018310547","99.0100021362305","99.1","98.9","99","98.9599990844727","",
"Comoros","COM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","61.7099990844727","","","","","","","","","","","","","","","","","","","","80.1900024414062","","","","","","","","","","","","82.04","","85.9944174133533","","","","","","","90.8369565887889","","","","",
"Cabo Verde","CPV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1699981689453","","","","","","","","","","","","","","","","","","","96.7754203053301","","","98.129997253418","","","98.1100006103516","","","","","","","","","98.3199996948242","",
"Costa Rica","CRI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","97.1500015258789","","","","","","","","","","","","","","","","97.6100006103516","","","","","","","","","","","99.129997253418","","","","","","","80.55","","","","","","","",
"Caribbean small states","CSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4700012207031","92.4899978637695","92.6999969482422","92.9300003051758","93.1699981689453","93.4100036621094","93.6699981689453","93.9100036621094","94.1500015258789","94.4100036621094","94.6399993896484","94.8499984741211","95.0699996948242","95.1800003051758","95.6999969482422","95.870002746582","96.0199966430664","","","","","","","","","","","","","","","","",
"Cuba","CUB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.5699996948242","","","","","","","","","","","","","","","","","","","","","99.9599990844727","","","","","","","","","","99.870002746582","","","","","","","99.6100006103516","","","","","","",
"Curacao","CUW","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9100036621094","","","","","","","","","","98.9100036621094","","","","","","","","",
"Cyprus","CYP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.620002746582","","","","","","","","","99.7699966430664","","","","","","","","","","99.8199996948242","","","","","","","","","","","","","","",
"Czechia","CZE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5520825495239","","","","","","","","",
"Dominica","DMA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","82.620002746582","","","","","","","","","","","","","","","","","","","94.9","95.4","94.2200012207031","95.7","95.9","96.7","96.6","95.7900009155273","96.6","97.3","96.8099975585938","97.0400009155273","97.0199966430664","97.4700012207031","97.6900024414062","97.6100006103516","98.8399963378906","98.1","98.5","98.7","98.9","98.8","98.5","98.5","98.2099990844727","",
"Algeria","DZA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3300018310547","","","","","","","","","","","","","","","90.1399993896484","","","","91.7799987792969","","93.7699966430664","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","83.2600021362305","83.4300003051758","84.7200012207031","86.0299987792969","87.2600021362305","88.3099975585938","89.1399993896484","89.9400024414062","90.629997253418","91.1800003051758","91.629997253418","92.75","94.0199966430664","94.1999969482422","94.3499984741211","94.5299987792969","94.6999969482422","94.8300018310547","95.0800018310547","95.3399963378906","95.5400009155273","97.7399978637695","97.8099975585938","97.8600006103516","97.870002746582","97.9300003051758","98.0100021362305","98.1399993896484","98.2300033569336","98.3099975585938","98.120002746582","98.5","98.870002746582","98.8199996948242","98.6500015258789","98.7099990844727","98.7399978637695","98.8000030517578","99","99.0500030517578","99.0800018310547","99.0800018310547","99","99.0199966430664","99.1100006103516","99.1399993896484","99.1699981689453","99.1999969482422","99.2200012207031","",
"Early-demographic dividend","EAR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","60.2999992370605","60.5499992370605","61.2700004577637","61.9799995422363","62.6699981689453","63.2299995422363","63.75","64.3300018310547","64.9300003051758","65.6399993896484","66.2600021362305","66.8600006103516","68.0299987792969","68.5800018310547","69.5699996948242","70.6399993896484","71.5899963378906","72.6100006103516","73.4700012207031","74.3399963378906","75.2900009155273","76.0800018310547","76.8000030517578","78.9000015258789","79.7200012207031","80.4499969482422","81.0500030517578","81.9700012207031","82.8000030517578","83.4700012207031","84.0699996948242","83.8399963378906","84.7600021362305","85.8099975585938","86.4800033569336","87.3600006103516","87.8099975585938","88.2799987792969","89.2600021362305","89.9100036621094","90.5999984741211","91.1100006103516","91.3899993896484","91.4599990844727","93.0699996948242","93.370002746582","93.6399993896484","93.8300018310547","94.0899963378906","94.3499984741211","",
"East Asia & Pacific","EAS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","84.0999984741211","84.2699966430664","85.4300003051758","86.6100006103516","87.7099990844727","88.6699981689453","89.4300003051758","90.1600036621094","90.8000030517578","91.3000030517578","91.7099990844727","92.7799987792969","93.9700012207031","94.1399993896484","94.2900009155273","94.4599990844727","94.629997253418","94.7600021362305","95.0199966430664","95.2699966430664","95.4800033569336","97.5100021362305","97.5699996948242","97.6399993896484","97.6600036621094","97.7200012207031","97.8099975585938","97.9499969482422","98.0599975585938","98.1500015258789","97.9800033569336","98.3499984741211","98.7099990844727","98.6699981689453","98.4700012207031","98.5299987792969","98.5699996948242","98.6399993896484","98.8600006103516","98.9199981689453","98.9400024414062","98.9499969482422","98.870002746582","98.8899993896484","98.9800033569336","99.0100021362305","99.0500030517578","99.0699996948242","99.0999984741211","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0999984741211","97.2200012207031","97.2799987792969","97.370002746582","97.4599990844727","97.5599975585938","97.6399993896484","97.7300033569336","97.8099975585938","97.9000015258789","97.9800033569336","98.0400009155273","98.1100006103516","98.4000015258789","98.4599990844727","98.5100021362305","98.5199966430664","98.4899978637695","98.6600036621094","98.6800003051758","98.75","98.8099975585938","99.2099990844727","99.3300018310547","99.4700012207031","99.5699996948242","99.629997253418","99.6699981689453","99.7099990844727","99.75","99.8300018310547","99.8600006103516","99.8899993896484","99.9000015258789","99.9100036621094","99.9100036621094","99.9100036621094","99.9199981689453","",
"Europe & Central Asia","ECS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8099975585938","98.8399963378906","98.879997253418","98.9199981689453","98.8399963378906","98.870002746582","98.9000015258789","98.9300003051758","98.9599990844727","98.9800033569336","98.9899978637695","98.9800033569336","99.0500030517578","99.0800018310547","99.129997253418","99.1399993896484","99.1399993896484","99.1900024414062","99.2099990844727","99.2300033569336","99.2600021362305","99.4300003051758","99.4800033569336","99.5299987792969","99.5699996948242","99.5999984741211","99.620002746582","99.6399993896484","99.6600036621094","99.6800003051758","99.7300033569336","99.75","99.75","99.7600021362305","99.7699966430664","99.7699966430664","","",
"Ecuador","ECU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","93.4000015258789","","","","","","","","96.1900024414062","","","","","","","","","","","96.4400024414062","","96.9","","98.2","98.2","98.3899993896484","98.4499969482422","98.8000030517578","98.6500015258789","98.6900024414062","98.8300018310547","98.5999984741211","99.0999984741211","99.129997253418","99.0599975585938","99.2600021362305","99","98.5","98.7699966430664","99.0100021362305","99.629997253418","99.1","98.9899978637695","",
"Egypt, Arab Rep.","EGY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","51.0299987792969","","","","","","","","","","63.3300018310547","","","","","","","","","","73.2200012207031","","","","","","","","","84.8499984741211","84.879997253418","","","","87.5100021362305","","89.2799987792969","92.0199966430664","94.08","","","88.1900024414062","","","","96.6145122385941","95.190867622614","","","",
"Euro area","EMU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9499969482422","","","","","","86.9700012207031","","","","","","","","","","","","","","","","","",
"Spain","ESP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.6399993896484","","","","","","","","","","99.5500030517578","","","","","","","","","","","","","99.5599975585938","99.5400009155273","99.5999984741211","99.5699996948242","99.5599975585938","99.5999984741211","99.5899963378906","99.6999969482422","99.6699981689453","99.6699981689453","99.7200012207031","99.6600036621094","99.620002746582","","99.7200012207031","","99.620002746582","99.7300033569336","","","","",
"Estonia","EST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.870002746582","","","","","","","","","","","99.7699966430664","","","","","","","","","","","99.9499969482422","","","","","","","","","","","","","","",
