"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Ethiopia","ETH","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5900001525879","","","","","","38.61","","","","49.9000015258789","47.49","","54.9799995422363","","","","54.83","","71.8114782360977","","","71.7900009155273","","","79.0500030517578","","79.6678826947671","84.6900024414062","","","",
"European Union","EUU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","67.0899963378906","67.2799987792969","67.8199996948242","68.2399978637695","68.5999984741211","69","68.9499969482422","68.8000030517578","68.9400024414062","69.4400024414062","69.870002746582","70.1399993896484","70.5500030517578","71.1100006103516","71.3399963378906","68.8099975585938","69.1999969482422","70.4700012207031","70.4499969482422","70.9700012207031","71.0800018310547","69.8499984741211","70.0100021362305","70.5699996948242","71.0400009155273","71.3099975585938","73.2300033569336","73.6500015258789","74.4700012207031","74.9300003051758","75.5199966430664","75.9800033569336","76.7799987792969","76.4400024414062","76.3300018310547","76.3499984741211","76.5699996948242","76.8199996948242","77.0699996948242","77.2600021362305","",
"Finland","FIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2099990844727","","","","","","","","","","","","","","","","","","","94.41","","","","","","","","","93.9800033569336","","","","",
"United Kingdom","GBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8300018310547","","","","","","","","","","","","99.6999969482422","","","99.6399993896484","99.9199981689453","100","99.7579598294181","100","99.6900024414062","99.3399963378906","99.6600036621094","",
"Ghana","GHA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6600036621094","","","79.71","","","","","","","85.7200012207031","","","","87.6","80.5782617320423","","87.7799987792969","","","","91.5100021362305","","","","",
"Gibraltar","GIB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7199993133545","","","","","","","47.0900001525879","","45.93","","","","","31.4099998474121","","","","46.2999992370605","","","","53.939998626709","","","","","","","",
"Gambia, The","GMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.560001373291","","","","","","","","","","","","","72.62","","67.1600036621094","","","71.0800018310547","","","67.4899978637695","","","","",
"Guinea-Bissau","GNB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","36.4000015258789","","","","","","","","","","","","","","","","","","","","","59.4900016784668","","","","","","","","","","","","","","","","","","","75.3199996948242","","","82.2300033569336","","","",
"Equatorial Guinea","GNQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.129997253418","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.9700012207031","","","","","","","","","","98.9800033569336","","","","","","","","","","98.9400024414062","","","","","","","","99.4899978637695","","","","","","","","","","","","","","","","",
"Grenada","GRD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","98.9599990844727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9899978637695","","","","","","81.7","","82.2200012207031","","","","87.8","","","","","","93.6500015258789","91.8499984741211","94.3499984741211","95.1800003051758","","","94.5999984741211","","","","94.9800033569336","97","95.3600006103516","",
"Guam","GUM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","95.6100006103516","","","","","","","","","","99.879997253418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.82","","","","","","","","","","","99.1399993896484","","","","","",
"High income","HIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6699981689453","98.7200012207031","","","","","","","","","","","","","","","99.2399978637695","99.2799987792969","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9400024414062","","","90.9","91.8","","93.9199981689453","","94","95.1500015258789","95.9199981689453","94.9800033569336","95.0699996948242","95.6800003051758","96.0100021362305","96.129997253418","","96.5199966430664","96.0800018310547","","","95.8990410689369","95.5599975585938","95.7699966430664","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1500015258789","57.7700004577637","57.9599990844727","58.4599990844727","58.8499984741211","58.689998626709","58.3499984741211","58.4199981689453","58.5499992370605","58.3499984741211","58.5499992370605","58.8699989318848","58.6199989318848","59.4300003051758","60.2000007629395","60.8800010681152","62.6800003051758","63.1100006103516","63.6699981689453","63.8600006103516","62.4700012207031","64.0199966430664","64.3899993896484","64.7900009155273","65.9800033569336","68.7399978637695","70.5","71.8099975585938","72.3099975585938","73.0599975585938","73.7200012207031","74.7300033569336","75.6900024414062","75.8399963378906","76.129997253418","76.6100006103516","77.0500030517578","77.4700012207031","77.8199996948242","",
"Croatia","HRV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6399993896484","","","","","","","","","","99.6500015258789","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","51.1500015258789","","","","","","","","","","","","","","","","","","","","","81.620002746582","","","","","","","","","93.1754024195574","","","","","88.870002746582","","","","","","","","",
"Hungary","HUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.370002746582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","73.7200012207031","73.879997253418","74.2799987792969","75.2099990844727","76.25","77.129997253418","77.9499969482422","78.6999969482422","79.4000015258789","80.2200012207031","80.9599990844727","81.6699981689453","82.6800003051758","83.4300003051758","83.9499969482422","84.5400009155273","85.1100006103516","85.629997253418","86.0400009155273","86.5","87","87.4499969482422","88.7600021362305","89.8600006103516","90.25","90.6399993896484","90.9499969482422","91.3600006103516","91.9000015258789","92.2799987792969","92.629997253418","92.9199981689453","93.4400024414062","93.9599990844727","94.25","94.2300033569336","94.5","94.879997253418","95.1900024414062","95.4899978637695","95.7399978637695","95.8199996948242","95.9800033569336","96.1699981689453","97.4000015258789","97.5999984741211","97.7600021362305","97.9499969482422","98.1100006103516","98.2799987792969","",
"IDA & IBRD total","IBT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","70.9000015258789","70.9700012207031","71.2799987792969","72.0599975585938","72.9400024414062","73.6699981689453","74.3499984741211","75","75.5599975585938","76.2799987792969","76.9499969482422","77.5800018310547","78.4800033569336","79.2200012207031","79.6699981689453","80.1600036621094","80.5899963378906","81.0299987792969","81.4300003051758","81.7900009155273","82.1600036621094","82.5100021362305","83.5400009155273","84.5199966430664","84.9100036621094","84.9700012207031","85.3199996948242","85.879997253418","86.4400024414062","86.8600006103516","87.1100006103516","86.870002746582","87.25","87.7200012207031","87.9899978637695","88.4499969482422","88.8899993896484","89.2699966430664","89.8099975585938","90.0599975585938","90.379997253418","90.5999984741211","90.7799987792969","90.8899993896484","91.6999969482422","91.8199996948242","91.9499969482422","92.0500030517578","92.1999969482422","92.3499984741211","",
"IDA total","IDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","56.4199981689453","56.7599983215332","57.0299987792969","57.3800010681152","57.7900009155273","58.1300010681152","58.6500015258789","59.7099990844727","60.3499984741211","60.9599990844727","61.310001373291","62.060001373291","62.9700012207031","63.689998626709","64.25","64.8600006103516","65.4499969482422","66.5","67.4499969482422","66.8499984741211","67.5599975585938","68.7699966430664","69.5199966430664","70.1900024414062","70.2900009155273","68.6399993896484","68.9400024414062","69.7099990844727","70.3300018310547","72.5299987792969","73.8000030517578","74.5999984741211","76.1600036621094","76.6500015258789","77.5699996948242","78.5400009155273","79.1100006103516","79.3600006103516","79.5999984741211","79.8199996948242","80.1800003051758","80.370002746582","80.7099990844727","81.0100021362305","",
"IDA blend","IDB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","60.6100006103516","60.7299995422363","60.9000015258789","61.189998626709","61.5800018310547","61.9199981689453","62.5699996948242","63.2000007629395","63.8400001525879","64.5999984741211","65.3899993896484","67.379997253418","69.370002746582","70.2399978637695","70.3199996948242","71.1500015258789","71.8399963378906","72.4199981689453","73.0899963378906","70.2300033569336","70.8899993896484","71.4199981689453","72.2399978637695","72.7699966430664","72.2799987792969","72.8199996948242","71.4300003051758","72.7900009155273","72.9100036621094","73.3000030517578","73.4800033569336","74.5999984741211","74.5199966430664","75.4499969482422","76.2200012207031","76.9400024414062","77.0899963378906","77.7099990844727","77.8300018310547","78.25","78.6100006103516","78.9599990844727","79.3099975585938","79.6600036621094","",
"Indonesia","IDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.4400024414062","","","","","","","","","","96.2099990844727","","","","","","","","","","","","","","98.7099990844727","","96.6500015258789","","99.4599990844727","99.4700012207031","98.5599975585938","98.7799987792969","","","99.6800003051758","99.6699981689453","99.6699981689453","99.58","99.7099990844727","","99.7799987792969","","93.79","","","",
"IDA only","IDX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","54.0400009155273","54.4599990844727","54.7700004577637","55.1699981689453","55.5999984741211","55.9700012207031","56.4500007629395","57.7299995422363","58.3899993896484","58.939998626709","59.0800018310547","59.2000007629395","59.5900001525879","60.2400016784668","60.7000007629395","61.1699981689453","61.6699981689453","62.9199981689453","64.0100021362305","64.9400024414062","65.6600036621094","67.1999969482422","67.9199981689453","68.6500015258789","69.0800018310547","66.3000030517578","67.5199966430664","67.9499969482422","68.3600006103516","71.5","73.3499984741211","73.9700012207031","76.4100036621094","76.7600021362305","77.7699966430664","78.879997253418","79.6800003051758","80.379997253418","80.6500015258789","80.7300033569336","81.0500030517578","81.120002746582","81.4199981689453","81.6600036621094","",
"Isle of Man","IMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","53.7799987792969","","","","","","","","","","61.9000015258789","","","","","","","","","","76.4300003051758","","","","","81.129997253418","","","","87.9337411825546","86.1399993896484","89.965757814331","","","","90.2900009155273","","94.6062793409244","94.7674702180886","95.675096052413","95.8899228556846","96.5400009155273","97.0400009155273","97.3386000977043","",
"Not classified","INX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","56.4500007629395","","","","","","","","","","75.1999969482422","","","","","86.9700012207031","","","","","93.0299987792969","","","","","","","","","97.4300003051758","96.6399993896484","","97.870002746582","97.6256245622517","97.7979897013187","96.6900024414062","98.0100021362305","97.7799987792969","97.9400024414062","97.8970218546203","98.0999984741211","98.1677209726063","98.2061124776617","98.4684699588732","98.4457958164638","98.5907388265171","98.6476860563895","98.7398624505789","","",
"Iraq","IRQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.8000030517578","","","","","","","","","","","","83.5","","88.8000030517578","","90.9000015258789","93.5","","","","92.3870730120635","","","","",
"Iceland","ISL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.5599975585938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.6399993896484","","","","","","","","","","","","","","","","","","","","99.8099975585938","","","","","","","","","","99.8600006103516","","","","","","","","99.870002746582","","","","","","",
"Jamaica","JAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5999984741211","","","","","","","","","","","","","","","","","","","","","","","93.57","","","",
"Jordan","JOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","90.5100021362305","","","","","","","","","","","","","","","","","","","","","","","","99.129997253418","","98.9800033569336","","98.9499969482422","","","98.7600021362305","99.1500015258789","99.1100006103516","","","","","","97.0899963378906","","","","","99.2200012207031","98.6699981689453","",
"Japan","JPN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7300033569336","","","","","","","","","","99.8499984741211","","","","","","","","","","99.8300018310547","","","","","","","","","","","","","","","","",
"Kenya","KEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5299987792969","","","","","","","","","","","","","","93.18","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6999969482422","","","","","","","","","","99.75","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3199996948242","","","","","","83.379997253418","77.96","","","87.4700012207031","87.120002746582","79.44","","","90.75","90.1399993896484","92.2099990844727","","","","94.7600021362305","94.3166118526169","91.8300018310547","","96.5697717553096","","",
"Kiribati","KIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1600036621094","90.4443406161527","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9499969482422","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.2200012207031","","","","","78.9800033569336","","","","","87.4599990844727","","","","","","","","","","92.0400009155273","","","","","","","","","","99.7300033569336","98.5100021362305","98.4499969482422","98.6399993896484","","98.9000015258789","","98.7799987792969","99.1500015258789","","99.2600021362305","","99.2399978637695","99.0800018310547","","99.3000030517578","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","86.8199996948242","86.8399963378906","87.1600036621094","87.4800033569336","87.7900009155273","87.9700012207031","88.0299987792969","88.2399978637695","88.4300003051758","88.6100006103516","88.8000030517578","88.9899978637695","89.1600036621094","89.3499984741211","89.5999984741211","89.9100036621094","90.2099990844727","90.9100036621094","91.620002746582","92.3099975585938","92.9800033569336","93.6500015258789","94","94.129997253418","94.3499984741211","94.5800018310547","94.8000030517578","94.9599990844727","95.3899993896484","96.1999969482422","96.3199996948242","96.5100021362305","96.5699996948242","96.7799987792969","96.9899978637695","97.2300033569336","97.1900024414062","97.6999969482422","97.879997253418","97.8499984741211","98.129997253418","98.2300033569336","98.379997253418","98.370002746582","98.4599990844727","98.5100021362305","98.5","98.5599975585938","98.5999984741211","98.6399993896484","98.6800003051758","",
"Lao PDR","LAO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.129997253418","","","","","80.5999984741211","78.4599990844727","","","","83.9300003051758","","","","","","","","","","92.4599990844727","","87.9199981689453","","","","","93.8242871108754","90.3899993896484","","",
"Lebanon","LBN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7099990844727","","99.2399978637695","","","","","","","","","96.7600021362305","96.6653219716309","","","","","","",
"Liberia","LBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","47.6300010681152","","","","","","","","","","","","","","","","","","","","","","","66.42","","","79.3140138507285","","","75.06","","","","","","","","","","","","",
"Libya","LBY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","89.3399963378906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.98","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.4400024414062","87.4700012207031","87.7799987792969","88.0800018310547","88.379997253418","88.5699996948242","88.6399993896484","88.8399963378906","89.0100021362305","89.1900024414062","89.370002746582","89.5500030517578","89.7099990844727","89.879997253418","90.1699981689453","90.4899978637695","90.7600021362305","91.4100036621094","92.0500030517578","92.6800003051758","93.3000030517578","93.9100036621094","94.2300033569336","94.3600006103516","94.5999984741211","94.8199996948242","95.0199966430664","95.1800003051758","95.5800018310547","96.3300018310547","96.4499969482422","96.6399993896484","96.7399978637695","96.9499969482422","97.1399993896484","97.3499984741211","97.3199996948242","97.75","97.9100036621094","97.879997253418","98.2099990844727","98.2799987792969","98.4000015258789","98.3899993896484","98.4700012207031","98.5100021362305","98.5100021362305","98.5599975585938","98.5999984741211","98.6399993896484","98.6800003051758","",
"Least developed countries: UN classification","LDC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","50.8400001525879","51.2999992370605","51.6699981689453","52.1100006103516","52.5999984741211","52.9700012207031","53.4700012207031","54.8800010681152","55.5900001525879","56.1800003051758","56.2999992370605","56.3699989318848","56.7400016784668","57.4199981689453","58.3300018310547","58.7999992370605","59.310001373291","60.6599998474121","61.8300018310547","62.439998626709","63.189998626709","64.8600006103516","65.620002746582","66.4000015258789","66.8300018310547","63.6199989318848","64.8000030517578","65.2099990844727","66.1900024414062","69.6999969482422","71.7600021362305","72.4800033569336","75.1999969482422","75.5299987792969","76.629997253418","77.8199996948242","78.6699981689453","78.7300033569336","79.0599975585938","79.1699981689453","79.5699996948242","79.6999969482422","80.0699996948242","80.379997253418","",
"Low income","LIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5200004577637","57.9700012207031","58.3800010681152","58.060001373291","57.4500007629395","57.2999992370605","57.2000007629395","57.4799995422363","57.5200004577637","57.7400016784668","58.1599998474121","58.5","58.7200012207031","59.2799987792969","61.4599990844727","61.9300003051758","62.5900001525879","62.9900016784668","61.5499992370605","63.1699981689453","64.4300003051758","65.2799987792969","65.9599990844727","68.8899993896484","69.7699966430664","70.9499969482422","70.9800033569336","71.7200012207031","72.379997253418","73.3600006103516","73.25","73.3399963378906","73.5599975585938","74.0699996948242","74.5400009155273","75.0100021362305","75.3899993896484","",
"Liechtenstein","LIE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","91.0400009155273","","","","","","","","","","","","","","","","","","","","95.5899963378906","","","","","97.4800033569336","","97.9800033569336","","98.1600036621094","","","","98.4569039482528","98.3992871175764","98.6900024414062","98.8600006103516","98.7799987792969","98.9700012207031","98.8600006103516","98.9300003051758","98.8099975585938","99.1100006103516","98.870002746582","",
"Lower middle income","LMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","55.439998626709","55.5900001525879","56.2999992370605","56.9799995422363","57.5999984741211","58.1300010681152","58.5999984741211","59.1699981689453","59.689998626709","60.2900009155273","60.9099998474121","61.4900016784668","62.2900009155273","62.7799987792969","63.8499984741211","64.8600006103516","65.870002746582","67.0599975585938","68.0800018310547","69.1500015258789","70.0899963378906","71.0899963378906","71.9599990844727","74.3199996948242","75.3899993896484","75.620002746582","76.4800033569336","77.3199996948242","78.3099975585938","79.0999984741211","79.5999984741211","79.5800018310547","80.1600036621094","80.9400024414062","81.6100006103516","82.870002746582","83.5500030517578","84.4400024414062","85.6900024414062","86.3600006103516","87.2099990844727","87.8000030517578","88.2799987792969","88.7200012207031","90.4800033569336","90.8399963378906","91.1699981689453","91.3899993896484","91.6800003051758","91.9499969482422","",
"Low & middle income","LMY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","70.4400024414062","70.5100021362305","70.8300018310547","71.629997253418","72.5400009155273","73.3000030517578","74","74.6600036621094","75.2399978637695","75.9800033569336","76.6699981689453","77.3199996948242","78.25","78.9899978637695","79.4400024414062","79.9400024414062","80.370002746582","80.8099975585938","81.2099990844727","81.5699996948242","81.9400024414062","82.2900009155273","83.3300018310547","84.3099975585938","84.7099990844727","84.7699966430664","85.129997253418","85.7099990844727","86.2799987792969","86.7099990844727","86.9700012207031","86.7300033569336","87.1100006103516","87.5899963378906","87.870002746582","88.3399963378906","88.7900009155273","89.1699981689453","89.7200012207031","89.9700012207031","90.3000030517578","90.5199966430664","90.7099990844727","90.8099975585938","91.6399993896484","91.7600021362305","91.8899993896484","92","92.1500015258789","92.3000030517578","",
